case_number,source,prompt,evaluation_seed,coco_id
39,coco-30k,A trio of dogs sitting in their owner's lap in a red convertible.,13147,407286
40,coco-30k,A cat in between two cars in a parking lot.,2670,172330
41,coco-30k,A small car is parked in front of a scooter,64740,82673
42,coco-30k,A door with a sticker of a cat door on it,52194,141172
43,coco-30k,An office cubicle with multiple computers in it,85612,472678
44,coco-30k,A pinewood and green modern themed kitchen area.,33034,104326
45,coco-30k,A kitchen is shown with wooden cabinets and a wooden celling.,91523,581177
46,coco-30k,A group of people riding mopeds in a busy street. ,69072,267802
47,coco-30k,A person walking in the rain on the sidewalk. ,81457,208408
48,coco-30k,A parade of motorcycles is going through a group of tall trees.,70097,314251
49,coco-30k,a modern flush toilet in a bathroom with tile. ,41670,560591
50,coco-30k,Fog is in the air at an intersection with several traffic lights.,72777,507362
51,coco-30k,An airplane with its landing wheels out landing. ,93360,57429
52,coco-30k,Little birds sitting on the shoulder of a giraffe. ,5425,153184
53,coco-30k,a man with a bike at a marina,45169,571970
54,coco-30k,A man is sitting on a bench next to a bike.,84823,133680
55,coco-30k,People are waiting for the bus near a bus stop.,3670,139011
56,coco-30k,a man sleeping with his cat next to him,36179,223747
57,coco-30k,four urinals in a public restroom with a window,25477,505386
58,coco-30k,A small child climbs atop a large motorcycle,89741,107990
59,coco-30k,A large U.S Air Force plain sits on an asphalt ramp.,57643,527510
60,coco-30k,A black and white photo of an older man skiing.,46637,5247
61,coco-30k,Riding a motorcycle down a street that has no one else on it.,81839,107960
62,coco-30k,An all white kitchen with an electric stovetop. ,70873,109976
63,coco-30k,The telephone has a banana where the receiver should be.,62254,12667
64,coco-30k,The young man is stirring his pot of food with a wooden spoon.,44183,410627
65,coco-30k,A fighter jet is flying at a fast speed.,76887,232223
66,coco-30k,A public bathroom with a bunch of urinals.,82315,22793
67,coco-30k,The airplane is on the runway with two young men standing by.,4147,436456
68,coco-30k,The woman in the kitchen is holding a huge pan.,16720,368402
69,coco-30k,A toilet sits next to a window and in front of a shower.,94272,135161
70,coco-30k,A dog and a goat with their noses touching at fence.,58805,178761
71,coco-30k,Pedestrians walking down a sidewalk next to a small street.,14625,491000
72,coco-30k,A man standing in a kitchen while closing a cupboard door.,41678,538092
73,coco-30k,A photograph of a kitchen inside a house.,16817,205577
74,coco-30k,a bike leaning on a metal fence next to some flowing water. ,58906,508672
75,coco-30k,a small toilet stall with a toilet brush and 3 rolls of toilet paper ,60888,334015
76,coco-30k,A dual sink vanity with mirrors above the sinks.,604,27842
77,coco-30k,A fireplace with a fire built in it.,25350,358606
78,coco-30k,The sign of a restaurant in the outside of the store.,15596,567730
79,coco-30k,an airport with one plane flying away and the other sitting on the runway,36194,61259
80,coco-30k,"a counter with vegetables, knife and cutting board on it. ",83202,554037
81,coco-30k,A boat that looks like a car moves through the water. ,10169,5394
82,coco-30k,A delivery truck with an advertisement for Entourage.,43593,455384
83,coco-30k,A black and white toilet with a plunger.,2689,249352
84,coco-30k,A bike leaning against a sign in Scotland.,68696,348306
85,coco-30k,"A dog sitting between its masters feet on a footstool watching tv
",64297,482917
86,coco-30k,Women father around a desk and machinery in a factory.,66052,475593
87,coco-30k,A few items sit on top of a toilet in a bathroom stall.,6237,145523
88,coco-30k,A bathroom with a poster of an ugly face above the toilette.,4419,143370
89,coco-30k,A dirt bike rider doing a stunt jump in the air,54899,279806
90,coco-30k,A couple of birds fly through a blue cloudy sky.,49590,59171
91,coco-30k,A picture advertising Arizona tourism in an airport,45863,369826
92,coco-30k,Man in motorcycle leathers standing in front of a group of bikes,70037,534605
93,coco-30k,A variety of pots are stored in a nook by a fireplace.,17016,400552
94,coco-30k,A car is stopped at a red light,54156,238836
95,coco-30k,A bathroom with a traditional toilet next to a floor toilet.,92514,264461
96,coco-30k,A group of people preparing food in a kitchen.,34982,342387
97,coco-30k,Posted signs point the way through a parking garage.,76569,488327
98,coco-30k,A green car on display next to a busy street.,49222,540860
99,coco-30k,A large passenger jet taking off from an airport.,87976,172851
100,coco-30k,Young woman carrying an opened umbrella in a city neighborhood.,36632,486194
101,coco-30k,An older man backing up a truck with a bicycle in it's flat bed.,24012,236148
102,coco-30k,Set of toy animals sitting in front of a red wooden wagon.,88656,289393
103,coco-30k,A group of men standing in front of a bar having a conversation.,29444,115930
104,coco-30k,A children play area absent of any children.,81366,75663
105,coco-30k,Fruit in a jar filled with liquid sitting on a wooden table.,42517,352794
106,coco-30k,A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.,1699,561256
107,coco-30k,A work station in use inside an office.,65251,175954
108,coco-30k,Three computer screens showing a panoramic beach scene.,12316,484751
109,coco-30k,Elephants are in a long line with people on top of them.,5121,457834
110,coco-30k,A bicycle store shows two males leaning toward a bike.,89688,412151
111,coco-30k,City traffic and pedestrians are headed in multiple directions on the street.,92488,427091
112,coco-30k,There are some dirt bike riders taking a sharp turn,55189,32203
113,coco-30k,A large group of motorcycle riders collect in a parking lot. ,31088,525971
114,coco-30k,People sitting under an umbrella looking at the scenery.,11980,354572
115,coco-30k,A cow standing next to a damaged car on a dirty lot.,79355,185360
116,coco-30k,A striped plane flying up into the sky as the sun shines behind it.,22651,338325
117,coco-30k,A dog driving an SUV in an open grass covered field.,25962,65485
118,coco-30k,A customized motorcycle with more in the background.,87586,226662
119,coco-30k,A small wooden table covered with delicious vegetables. ,72342,321064
120,coco-30k,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. ,84582,11511
121,coco-30k,A couple on a motorcycle in front of a bus and a metermaid car,91607,263664
122,coco-30k,A red motorcycle parked on a sidewalk near multi-story buildings.,34269,468508
123,coco-30k,A model standing next to a scooter in the middle of a room of people,61883,31984
124,coco-30k,An airplane is doing tricks and emitting smoke.,65938,322791
125,coco-30k,Computer monitor and accesories sitting on a desk.,24200,295768
126,coco-30k,A group of people skiing down a snow covered slope.,70299,229067
127,coco-30k,A woman takes a selfie in front of a bathroom mirror.,94278,156324
128,coco-30k,Boy rides skateboard and does trick over stairs.,80162,508605
129,coco-30k,Three young people in a kitchen pointing to a pizza.,36210,268224
130,coco-30k,Assorted flavored donuts being grabbed by multiple hands.,77756,206260
131,coco-30k,An outside doorway to a restroom showing a destroyed wall and damaged floor.,30124,489528
132,coco-30k,A man stands with his bike in ankle deep water in a flooded city.,89971,450308
133,coco-30k,There is very little traffic at this city intersection.,1066,221754
134,coco-30k,A tabby cat laying on a cat scratcher in front of a bicycle wheel. ,47435,446409
135,coco-30k,This a view from an airplane of the landscape below.,2857,420958
136,coco-30k,"A bathroom with double sinks, mirrors, toilet and towel racks.",43009,523400
137,coco-30k,Raw cookies in a pan on the counter and baked cookies in a pan on the stove.,51873,40986
138,coco-30k,Tub and shower on platform in modern tiled bathroom.,44012,8045
139,coco-30k,An orange reddish rose in a vase filled with water on top of a table.,68992,249025
140,coco-30k,A cat pausing as it's picture is taken.,21718,255965
141,coco-30k,A row of park benches on the side of a green grassy hill. ,78007,529691
142,coco-30k,A man in an ATV is moving the cows along.,7552,482597
143,coco-30k,The view of a large bathroom with a walk in closet.,15294,51191
144,coco-30k,"Many sheep grazing in a large, green pasture.",56793,249371
145,coco-30k,A black trash bag in a restroom next to a sink.,91062,51598
146,coco-30k,A young man standing next to a race car with the red sox logo on it's hood.,47749,408364
147,coco-30k,A guy sitting on his motorcycle while a woman stands beside him,93338,267862
148,coco-30k,An adorable caleco cat sitting underneath a bicycle.,30304,536321
149,coco-30k,An adorable cat attempts to hide in a purse to steal the persons identity.,62285,148272
150,coco-30k,A very big teddy bear is next to a woman.,83334,36450
151,coco-30k,A BMW motor cycle parked next to shrub..,19005,138599
152,coco-30k,A photograph taken from an airplane window while in flight.,87363,501055
153,coco-30k,A clean kitchen with the windows white and open.,49142,445846
154,coco-30k,A man sitting on a stone block talking on a cell phone.,41014,363272
155,coco-30k,A yellow stripped cat sitting in a bathroom sink.,13464,231846
156,coco-30k,A person in a helmet standing by their motorcycle.,88045,260409
157,coco-30k,A cafeteria type kitchen that is not in use.,10412,220704
158,coco-30k,A young man jumping up into the air to catch a Frisbee.,72378,158466
159,coco-30k,A black motorcycle parked in front of trees.,86021,100138
160,coco-30k,A glass bowl filled with oranges on a table.,72208,192871
161,coco-30k,A yellow dune buggy on display amongst other automobiles.,22338,349344
162,coco-30k,A young attractive woman sitting on a toilette on the side of a street.,4296,365642
163,coco-30k,A woman is taking a picture of herself in a bathroom mirror.,40647,317639
164,coco-30k,A young woman using a laptop computer while sitting on a bunk bed.,20052,393569
165,coco-30k,A toilet in a stall with remote control buttons.,95809,556837
166,coco-30k,A skateboarder is riding his skateboard at night.,74803,282346
167,coco-30k,An old victorian style bed frame in a bedroom.,45518,116479
168,coco-30k,Two computers sitting on top of a desk.,38201,63740
169,coco-30k,A young child stands in the kitchen with an adult.,76099,477016
170,coco-30k,A woman kisses a man as they sit on a motorcycle.,7315,172710
171,coco-30k,A man and a woman cook in the kitchen.,33160,214274
172,coco-30k,A picture taken from the driver seat of car at a stop sign.,48874,385757
173,coco-30k,A black and white cat sits near a window looking outside.,44024,181586
174,coco-30k,The exterior of an airport with some planes.,8266,383464
175,coco-30k,A cat looking inside of a door from the outside.,42254,552979
176,coco-30k,A person in a kitchen looking at the oven.,64627,289714
177,coco-30k,An overview picture of a street at night.,87654,425690
178,coco-30k,two women loading their bicycles onto a bus rack,43624,19523
179,coco-30k,A view of a bathroom that is clean.,45536,570736
180,coco-30k,A picture of a white gas range with figurines above.,35501,510992
181,coco-30k,A street scene with several cars and a bus.,18246,278237
182,coco-30k,a person riding skis in the middle of a snowy street,85943,319275
183,coco-30k,A close up of a bike brake on a bicycle.,75512,492937
184,coco-30k,People walking toward an airplane to board it.,66961,430750
185,coco-30k,A ski resort that has a couple people outside. ,97940,370462
186,coco-30k,A woman uses a paintbrush on a melting candle.,78190,205570
187,coco-30k,A toddler celebrates his birthday with a cupcake.,83710,117425
188,coco-30k,One white motorcycle and one green motorcycle parked on the road,85041,443351
189,coco-30k,1 military jet fighter flying in formation alongside a 1 military propeller pilot. ,31506,97790
190,coco-30k,Fruit and vegetables are hanging in a metal basket.,90870,375415
191,coco-30k,A giraffe and a zebra checking each other out.,38299,159977
192,coco-30k,"Oranges in a basket, a pillow and a bottle of liquor.",12810,576981
193,coco-30k,A man wearing a blue bow tie and a fedora hat in a car. ,52790,124766
194,coco-30k,The kitchen has many grill with pots hanging all around.,740,498547
195,coco-30k,Light from an open door shines on a simple wooden pew in a church.,60177,561620
196,coco-30k,A dog with goggles is in a motorcycle side car.,39678,239985
197,coco-30k,A man is walking down the street in front of a red door.,27929,43098
198,coco-30k,A woman holding a sheep by its front legs.,64190,325374
199,coco-30k,A man flying a kite in a park on a clear day,85576,568265
200,coco-30k,A house boat along the water has bicycles on deck.,84693,14297
201,coco-30k,Four giraffes in the wild eating from trees.,98366,30423
202,coco-30k,A large airplane is on the airport runway.,60899,8180
203,coco-30k,A parked motorcycle with a red enclosed side car.,84614,207652
204,coco-30k,A yellow and blue train is next to an overhang.,73321,232538
205,coco-30k,A stoic looking cat sits in a green bowl.,86600,510150
206,coco-30k,A man in a uniform standing on a motorcycle in front of a crowd.,37142,436972
207,coco-30k,A oneworld passenger plane taking off from an airport.,24775,564911
208,coco-30k,A girl is sitting by her dog on the stairs.,55112,373193
209,coco-30k,An office with a leather couch surrounded by books.,58846,127585
210,coco-30k,Women taking picture of themselves while brushing their teeth.,21835,349590
211,coco-30k,Motorcyclist is taking a turn while onlookers observe ,79501,372413
212,coco-30k,An empty kitchen filled with dishes and appliances.,98854,102625
213,coco-30k,A stone building with a clock displayed on the outside. ,63897,145093
214,coco-30k,"Entertainment room with rack of dvds, tv and seating area.",83525,100711
215,coco-30k,A clean white bathroom with a simple mirror above the vanity.,34991,300216
216,coco-30k,An oven in a kitchen with a stove on top in between counter tops.,28527,306313
217,coco-30k,Three airplanes on display behind a high fence.,93680,349804
218,coco-30k,A bathroom sink and towels hanging on the door.,2501,548706
219,coco-30k,A white sink sitting underneath a round mirror.,1203,271206
220,coco-30k,A group of women operating a car wash.,13712,177934
221,coco-30k,A polie officer standing next to a  motorcycle parked on the street.,99063,369763
222,coco-30k,A group of different animals are grazing in the wild. ,39079,312724
223,coco-30k,An airplane on the runway either just landed or ready to take off.,83151,96549
224,coco-30k,A motorcycle rally on the street with many spectators.,71189,322604
225,coco-30k,an empty modern style bathroom for two people,10836,445002
226,coco-30k,A car is parked on dry grass with kites overhead.,55529,469192
227,coco-30k,Two sheep are looking over a cement wall.,39121,39430
228,coco-30k,People are looking at a decorative cake with long candles.,53653,215708
229,coco-30k,A white bathroom has a white shower curtain.,89257,123843
230,coco-30k,A person sits on top of a motorcycle with a stuffed toy.,57261,175024
231,coco-30k,"A woman, man, and a dog standing in the snow. ",17536,106900
232,coco-30k,A bathroom with a large bathtub and sink under a large mirror.,81949,74132
233,coco-30k,Car parked at meter with license plate that says SUPABAAD.,75009,428769
234,coco-30k,a wooden and metal bench near a over grown bush,84275,69236
235,coco-30k,People standing on a roadway next to a vintage motorcycle.,46814,262594
236,coco-30k,A dog standing next to an address marker and a woman holding an umbrella.,4572,32054
237,coco-30k,A motorcycle parked next to a yellow thing and tree.,63748,56070
238,coco-30k,A close up detail of an ornate brickwork cathedral,88938,11334
239,coco-30k,The plane is flying through a clear blue sky.  ,42391,81505
240,coco-30k,An elephant is crossing a road while a jeep is parked watching. ,61891,555472
241,coco-30k,An old floor standing tv next to a leather couch.,71695,468858
242,coco-30k,A car stopped at a traffic light with it's brake lights on.,97248,104381
243,coco-30k,People standing around a park bench next to a bicycle.,35295,525667
244,coco-30k,A man standing outside of a building next to bicycles.,59157,549386
245,coco-30k,Empty seats in front of a building on a sidewalk.,63329,237920
246,coco-30k,A dog rides in a cart pulled by a man on a bike.,2438,155997
247,coco-30k,Two bicycle riders riding in the city at night.,90436,5879
248,coco-30k,A white kitchen with marble countertops and stone floors.,94645,93959
249,coco-30k,A bathroom with a vanity mirror toilette and kitchen sink next to a shower.,26084,251075
250,coco-30k,A lone toilet sits in a large bathroom.,69399,281950
251,coco-30k,Two dogs in a car looking out the window.,72155,370210
252,coco-30k,A bathroom with a black and white checkered floor.,56732,531111
253,coco-30k,A man riding a dirt bike on a country road in a forest.,33001,499177
254,coco-30k,A fighter jet doing tricks with smoke trailing behind it.,37667,75118
255,coco-30k,A little girl is mixing in a  kitchen bowl while standing on a chair.,12361,90732
256,coco-30k,three motor cycle racers posing on their parked bikes,41815,301574
257,coco-30k,A cat on the lid of a toilet looking perturbed.,15004,241876
258,coco-30k,A home with lots of wood darkly stained.,32637,34474
259,coco-30k,Two people riding different colored horses down a dirty road.,44111,364113
260,coco-30k,A living room with a large tv and pictures all around.,81763,79920
261,coco-30k,A man sits on a toilet while working on his computer at his desk.,12466,494629
262,coco-30k,A bathroom with a sink and a toilet. ,94595,61422
263,coco-30k,A flying plane with smoke trailing behind it.,19308,44652
264,coco-30k,Part of train car with a door to the rear connected to the car behind it,51325,210502
265,coco-30k,A man is cooking in a crowded kitchen.,44170,146961
266,coco-30k,A toilet in a restroom next to a toilet paper dispenser,52285,9288
267,coco-30k,A rock wall next to a green tiled room.,54987,136783
268,coco-30k,A toilet bowl with no toilet seat in a restroom,71417,120157
269,coco-30k,Full grown cat laying down and sleeping on top of a car. ,15400,193680
270,coco-30k,Kitchen area with counter top space and dining room table. ,14390,298396
271,coco-30k,two lines of motorcycles driving down the road while a crowd watches,39890,565635
272,coco-30k,A group of older people sitting on a park bench with a dog on a leash.,31219,561780
273,coco-30k,A bathroom with a sliding shower door next to a toilet.,30354,187513
274,coco-30k,A toilet on the outside of a building next to a parking meter.,49199,230600
275,coco-30k,"A view of a kitchen with cabinets, a sink and a clothes washer.",1721,552883
276,coco-30k,"The bathroom toilet with the cover up, sink, and bathroom items are shown.",76545,69293
277,coco-30k,Several pieces of art and a painting on display,11217,369979
278,coco-30k,Motorcyclists and a bicycle are parked on a yard.,64958,21711
279,coco-30k,The sightseeing boat streams along the river joined by a plane,61324,293153
280,coco-30k,A woman hovering over food on a wooden table.,29479,20788
281,coco-30k,A Marine that is looking at his cell phone.,44841,228214
282,coco-30k,A man with glasses riding in a car with an adorable dog in the backseat.,11012,424378
283,coco-30k,A man riding on the back of a brown horse in front of a truck.,90092,400456
284,coco-30k,A peson riding a bike down a long narrow road.,81179,186697
285,coco-30k,An airliner taking off from an airport runway.,77880,336384
286,coco-30k,A dog wearing a protective cone around it's head watching TV.,16050,154419
287,coco-30k,A man riding a bicycle down a sidewalk.,61946,331366
288,coco-30k,A cat sniffing an upside down blue bicycle.,11792,251639
289,coco-30k,A celebration with cake for Navy members stationed in Thailand,30267,372113
290,coco-30k,a boy wearing headphones using one computer in a long row of computers,27322,554625
291,coco-30k,A bathroom with a toilette with it's seat down.,27268,453634
292,coco-30k,A kitchen filled with dishes and appliances with lots of cupboards..,11022,297414
293,coco-30k,Two adorable birds perched on a piece of bamboo.,4544,412693
294,coco-30k,A messy kitchen with pots and pans laying around.,71272,442609
295,coco-30k,A man and a woman standing next to a motor cycle.,26846,132901
296,coco-30k,A large bathroom with an enclosed toilet and a large sink.,56005,75101
297,coco-30k,An office desk holding multiple computers and various supplies.,71044,493753
298,coco-30k,A man wearing a striped suit standing next to butcher knives.,82626,521906
299,coco-30k,A woman sitting at a table while holding a pair of scissors.,23695,353982
300,coco-30k,An old picture of a family on their farm.,8004,85316
301,coco-30k,A bathroom with two urinals and a sink.,63220,201775
302,coco-30k,A kitchen cluttered with dishes with a stove and oven.,929,527260
303,coco-30k,An airplane flying in a blue sky with it's landing gear down.,49328,85145
304,coco-30k,A wooden bathroom with a wooden toilet next to a window.,91007,533900
305,coco-30k,Dog in parking lot and on a leash.,49060,102735
306,coco-30k,Man on a bicycle riding on the road next to a river.,84031,56752
307,coco-30k,A girl sitting on a bench in front of a stone wall.,60768,391375
308,coco-30k,Three Mercedes Benz on the top of a train as cargo ,21115,522137
309,coco-30k,A man sitting on a parked motorcycle on the street ,82340,544713
310,coco-30k,A birthday boy with car shaped cake and candles on it.,27392,448151
311,coco-30k,A brown dog standing on the kitchen floor looking up.,21474,537955
312,coco-30k,A bathroom is very colorful with blue yellow and red.,25275,557501
313,coco-30k,A collection of photos of an old motorcycle and parts.,74967,327565
314,coco-30k,A man sitting in a window ledge with a cell phone in his hand.,17262,411564
315,coco-30k,A little girl in ponytails holding on to a teddy bear.,38461,438258
316,coco-30k,A refrigerator next to a red wall in the kitchen. ,58673,435880
317,coco-30k,"A car driving in an intersection, past a furniture shop. ",12451,555050
318,coco-30k,A bathroom scene with focus on the toilet.,7448,306444
319,coco-30k,Six people in a boat rowing on a body of water.,56982,139440
320,coco-30k,A chef in a kitchen preparing a meal.,23006,401411
321,coco-30k,A group of rescue workers helping an overturned car,46136,31519
322,coco-30k,A large commercial airplane sitting on the runway.,43305,220255
323,coco-30k,A toilet with an object hanging off of it.,13833,383601
324,coco-30k,An empty bathroom with a shower next to a toilet.,49236,154324
325,coco-30k,A four engine jet transport airplane flying low.,15612,368978
326,coco-30k,A bathroom that has been gutted with the shower basin the only thing left.,34729,466085
327,coco-30k,A blonde woman sitting on a park bench next to a green bike.,75142,237428
328,coco-30k,Two men wearing aprons working in a commercial-style kitchen.,58071,5802
329,coco-30k,A park bench in front of a porch in a green grass filled park.,23299,272015
330,coco-30k,A rotten door leading into a restroom covered in filth.,11621,108283
331,coco-30k,A group of motorcycles parked side by side in front of a donuts shop.,83658,360673
332,coco-30k,A chef in a kitchen standing next to a counter with jars and containers.,50020,465877
333,coco-30k,A urinal is displayed with modern porcelain structuring.,45000,524954
334,coco-30k,"A bathroom with a sink, toilet and shower bathtub combination.",95062,242363
335,coco-30k,A European street scene with a motorcycle and a car.,36351,488943
336,coco-30k,Two large commercial airplanes sitting on the runway.,55018,396673
337,coco-30k,A building with a black and gold clock on it.,59338,8218
338,coco-30k,A group of people sitting around a table under an umbrella.,17056,140307
339,coco-30k,A towel hangs beneath a sink in a bathroom.,25319,27065
340,coco-30k,a bathroom with a bath tub near windows,7211,442009
341,coco-30k,A crowded city street with lots of people walking around.,85110,264599
342,coco-30k,A man stands next to a motorbike on some pavement.,99668,332653
343,coco-30k,An elaborate contraption on a water faucet for a bathtub.,68425,239252
344,coco-30k,Two cups of black coffee sitting next to a coffee pot. ,49696,506906
345,coco-30k,Two desktop computer monitors sitting on a desk with a keyboard and mouse.,98292,34196
346,coco-30k,A commuter train traveling down train track next to a rural road.,1323,260627
347,coco-30k,Two street signs are shown against more buildings.,8794,13466
348,coco-30k,A display of a toilet and sink in a store. ,54251,262514
349,coco-30k,a plane on an air port run way,34026,352151
350,coco-30k,A baseball player bobble head next to two computer monitors on a desk.,69917,127987
351,coco-30k,A man and two women walking their dogs and hiking in the woods.,10370,57703
352,coco-30k,a person riding a motorcycle on an enclosed road,51591,199951
353,coco-30k,A bathtub is beneath a torn down wall.,65821,525420
354,coco-30k,"An open door leading to a bathroom toilet, with a shower rack and bureau visible.",29285,567220
355,coco-30k,A small plane is taking off from a grassy field.,32084,236535
356,coco-30k,"A hotel room with a flat screen tv, chair, and bed. ",84139,568893
357,coco-30k,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,41120,62483
358,coco-30k,A cubicle desk with two laptops on it. ,49197,137967
359,coco-30k,Two big dogs ride beside one another on the same vehicle seat.,15245,580255
360,coco-30k,A motorcycle parked in front of a graffiti covered building.,27673,99389
361,coco-30k,A jumbo jet airplane in flight on a sunny day.,13761,152649
362,coco-30k,A bathroom with an enclosed shower next to a sink and a toilet.,85681,294832
363,coco-30k,A kitchen with a bag from Whole Foods on the counter. ,52184,499281
364,coco-30k,a brown and white kitchen with a silver refrigerator,7469,73280
365,coco-30k,A airplane banking to the right as it ascends into the sky,63501,176828
366,coco-30k,A calico cat drinking water from a running tap in a bathroom.,71120,288639
367,coco-30k,A kitchen with an island and window over the sink.,2112,420490
368,coco-30k,A man talking on a cell phone walking an orange bike across a street.,21961,528729
369,coco-30k,a bathroom with a toilet and a bath tub,69806,196047
370,coco-30k,"A kitchen refrigerator with numerous pictures held up by magnets, next to counters and a dining table and chairs.",80312,147042
371,coco-30k,A mounted police officer riding down a city street past parked cars.,66752,50411
372,coco-30k,A bathroom containing a toilet and a sink.,81133,43771
373,coco-30k,A motorcycle with a red seat is on top of a stand. ,28927,120021
374,coco-30k,A person holds a flip phone displaying the screen.,97884,27517
375,coco-30k,A couple flying a kite at dusk on the seaside.,71975,92678
376,coco-30k,A street view with a plane flying ahead.,78653,175942
377,coco-30k,A group of fighter jets sitting on an airport tarmac.,57308,279343
378,coco-30k,A hood lifted on a Chevrolet vehicle with a teddy bear on the side.,81849,486521
379,coco-30k,A restroom stall with a white toilet and a toilet paper dispenser.,44940,564003
380,coco-30k,A group of sheep being herded by a black dog.,64205,283910
381,coco-30k,A room filled with bathroom sinks and bath tubs.,32974,497099
382,coco-30k,a girl sitting at a kitchen table in a home,50376,318361
383,coco-30k,A  lawn sitting on a snowy sidewalk by a hydrant.,97276,115229
384,coco-30k,some white and blue porcelain designer toilet bowls,21258,148766
385,coco-30k,A bathroom with all black fixtures in it.,41285,562090
386,coco-30k,A small room with a heater and a desk filled with clutter.,54682,166003
387,coco-30k,a toilet a toilet paper roll and a newspaper,54505,136793
388,coco-30k,a brown horse is walking in between two cars,85742,368335
389,coco-30k,A man in hipster clothes straddling a bicycle on the sidewalk.,80269,383777
390,coco-30k,A modified motorcycle parked with other motorcycles on the pavement.,69725,422326
391,coco-30k,A small bathroom with focus on the shower curtain.,55642,162280
392,coco-30k,An older woman sits in a sweater at the beach.,1308,211491
393,coco-30k,A man is sitting on a bench reading a book.,38224,160345
394,coco-30k,A beige tiled bathroom with white fixtures and a mirror.,1350,231236
395,coco-30k,A pile of feces sits on the back of a public restroom toilet.,89011,264964
396,coco-30k,A plane parked next to a truck next to a house.,9645,28389
397,coco-30k,A street at night is lit up by streetlights.,89455,423798
398,coco-30k,a man is reading a book in a car with a small dog,54622,307993
399,coco-30k,A motorcycle parked next to a bunch more with a plastic sign in front of it.,57917,351711
400,coco-30k,Three birthday candles stand lit on a cake.,77092,449279
401,coco-30k,A motorcycle is parked on a dirt road in a forest.,46098,140420
402,coco-30k,An older floor light sits deserted in an abandoned hospital.,30039,386613
403,coco-30k,A bowl of peeled oranges sitting on a white bowl on a kitchen counter.,96145,391132
404,coco-30k,Racers riding four wheelers while a crowd watches.,42879,204186
405,coco-30k,A combination of black and white sheep grazing in a meadow,76418,421195
406,coco-30k,A blurry motion picture of a person doing a wheelie on a motorcycle.,68131,555983
407,coco-30k,Wild animals grazing near a lagoon surrounded by trees.,30885,544975
408,coco-30k,A person on a motor bike doing a wheelie jump,51053,370165
409,coco-30k,A wild animal drinks water from the toilet bowl.,79287,514537
410,coco-30k,A man in a wetsuit is holding his surfboard on the pier. ,88328,292648
411,coco-30k,A massive wooden ship beached on snow covered ground.,18637,246233
412,coco-30k,A bus driving down a street in a small city.,64718,170232
413,coco-30k,The Space Shuttle is being transported by a NASA jumbo jet.,59073,524202
414,coco-30k,A large number of people riding motorcycles down the road.,7074,208169
415,coco-30k,A group of people observing two planes at an air show. ,6908,376177
416,coco-30k,An older picture of a large kitchen with white appliances.,19558,40471
