case_number,source,prompt,evaluation_seed,celebrity
53774,mscoco,skateboarder who is about to land from a jump of some type,79901,
64909,mscoco,A young man wears a fake mustache in a kitchen decorated for the New Orleans Saints.,67052,
208002,mscoco,A horse and colt in tall grass near a house.,61510,
190463,mscoco,A man riding a skateboard near a ramp.,86555,
570242,mscoco,A close up of a house phone showing only the numbers in focus.,23572,
107244,mscoco,a street sign on a road near a building,63584,
362971,mscoco,A pile of bunches of bananas not fully ripe.,6489,
195470,mscoco,Group of white sheep walking in a field of grass together.,88708,
44604,mscoco,a tiled floor with a trash can and a urinal sitting inside of it,27297,
518586,mscoco,A train drives along railroad tracks while a person walks between the tracks.,49380,
267127,mscoco,A man riding a skateboard down a street.,2697,
531414,mscoco,A black cat staring into the distance in a room,54969,
258112,mscoco,A store with a taxi and bus parked out front,83220,
361180,mscoco,A brown bear walking with rocks in the background.,15492,
130663,mscoco,A group of people standing outside of a blue train.,48737,
475407,mscoco,A man riding on the back of a red motorcycle.,35041,
285352,mscoco,a very small bathroom with a dirty toilet and scrub brush near by,56006,
308362,mscoco,A long bus driving on a city street past a building.,10662,
494179,mscoco,A single engine plane in the air right above a grassy field.,70595,
393971,mscoco,a picture of a girl with a cat on a laptop screen,77826,
289076,mscoco,Skateboarder wearing all black going up a wooden ramp on his board.,80121,
3786,mscoco,Woman with bookin sat on sidewalk from the top view,95997,
100234,mscoco,a blue boat in the water and a factory and a dock,8063,
9857,mscoco,The lamp is on next to a bed with a quilt.,81286,
149329,mscoco,A train on a track on a sunny day.,79608,
160421,mscoco,"A bowl of food with meat in a sauce, broccoli and cucumbers.",26549,
513699,mscoco,A group of people that are at the beach.,29211,
479832,mscoco,A train covered in lots of graffiti on train tracks.,624,
444493,mscoco,People at a bus stop waiting on a bus.,4347,
231768,mscoco,many cars parked in a lot around several stores,96319,
110951,mscoco,A remote control sitting on a dash of a car.,32086,
382729,mscoco,A man standing on a blue tennis court holding a racquet.,93588,
313162,mscoco,A pizza is shown on a plate on a table.,70334,
16497,mscoco,A man posing for a picture while holding a skateboard.,62412,
498460,mscoco,And animal stands on a table while a bear rides a bicycle.,41284,
350694,mscoco,The surrounding of an outside town in the image.,74301,
295359,mscoco,A crow perched on an empty park bench.,20854,
315073,mscoco,A cat with it's mouth wide open laying next to an open blue bottle on a window sill.,34872,
390685,mscoco,A close up of a stop sign on a public street.,40595,
453138,mscoco,A bike parked next to a cluster of trees.,60532,
300157,mscoco,Pair of zebras standing in grassy field outdoors.,51960,
359855,mscoco,A broken suitcase is on the side of the road.,52666,
228942,mscoco,A white passenger train passing a parking lot at night.,6401,
487338,mscoco,A girl is holding a paper up over her face as a man is shown behind in a mirror talking on a phone.,15274,
36528,mscoco,The airplane is about ready to get take off from the runway.,77566,
173004,mscoco,A half eaten slice of pizza is on a plate with a knife and fork.,67053,
48034,mscoco,A person skiing down the side of a snow covered field.,90442,
276969,mscoco,A forest filled with lots of brown horses grazing on green grass.,47069,
117036,mscoco,A zebra walks in his enclosure in a zoo.,48009,
135410,mscoco,A bike leaning up to a parking meter.,58376,
181462,mscoco,A dead cow corpse laying on top of a beach.,16962,
297620,mscoco,A large open room with a long white staircase.,22979,
114941,mscoco,train pulling up on the tracks next to a stationary double decker train,72393,
374486,mscoco,Two giraffes that are standing together in a field.,59105,
141328,mscoco,a large bowl full of pasta with many other foods,89738,
18534,mscoco,A farm with a herd of cattle grazing on it's green open fields.,78081,
478474,mscoco,A truck that is sitting in the street.,98725,
154587,mscoco,A motorcycle carrying a bicycle is parked in the gravel.,55512,
432605,mscoco,A bathroom with an open door and a sink beneath a mirror.,33949,
50006,mscoco,Looking out over a bay with many tourist boats moored,91904,
261388,mscoco,a horse pulling a carriage down a street,84691,
547790,mscoco,A fighter jet flying through a cloudy blue sky.,969,
96638,mscoco,A man sitting in the snow riding a snowboard.,38379,
308764,mscoco,A woman is holding an perched owl above her head.,98459,
161141,mscoco,A red bicycle with a basket on front next to a train.,36123,
491921,mscoco,A couple of men standing on top of a field.,60449,
155604,mscoco,Pizza with toppings baking in oven with steel,81750,
230247,mscoco,A mirror that is on a tiled wall.,11085,
161220,mscoco,A couple of dogs fighting over a red frisbee.,89928,
475108,mscoco,Calico cat yawning and laying on a gray seat.,66696,
341393,mscoco,A golden retriever laying down on the side of a pool.,72715,
395849,mscoco,A row of United States Army military fighter jets.,81540,
163755,mscoco,a group of people skiing on a hill,93918,
226154,mscoco,A green and white bus on street next to dirt area.,29604,
213978,mscoco,Someone taking a slefie with a large camera in a large mirror.,92511,
311883,mscoco,A train moving along a track during the day.,46353,
80131,mscoco,A group of people sitting around a table in the kitchen.,97458,
393995,mscoco,a small cat is sitting in the window of a house,81548,
353968,mscoco,"A girl on a couch with a laptop, and a cat beside her",68884,
450607,mscoco,A red double decker bus is driving down the street.,85229,
487295,mscoco,a burger and a pickle sit on a plate,84192,
421915,mscoco,A couple cuddle together in the cab of a lovingly restored flat bed Ford,96838,
30785,mscoco,A plate filled with a bowl of vegetables and two slices of bread with a spread on them.,1747,
560918,mscoco,A little boy is picking up a skateboard outside.,2940,
480210,mscoco,two surfers are carrying two long surfboards at the beach,97374,
183716,mscoco,Two little girls are dressed in uniform preparing for the day,6085,
546298,mscoco,a big bird stands on top of a wooden log,40805,
260036,mscoco,A man riding up the side of a skateboard ramp.,5433,
243222,mscoco,A man holding a tennis racquet near a tennis ball on a court.,77882,
352478,mscoco,A table full of green vegetables that are for sale,68011,
221094,mscoco,A man and woman are on a bicycle pulling luggage.,85691,
341957,mscoco,A teddy bear is on the pillow and a jacket is on the bed.,24720,
245432,mscoco,Multiple people waiting on a boarding dock to get on the train.,97456,
59225,mscoco,a young man on skis glances at a frozen parking meter dispenser,25591,
75905,mscoco,A group of people posing together at a party.,23489,
508846,mscoco,A cat hiding in a basket of some sort.,45328,
42968,mscoco,A plane is somewhat distant away from the green grass.,52295,
532043,mscoco,The cow is standing by himself on the rocky ground.,10756,
64183,mscoco,A person in the street carrying a cart and an umbrella.,3880,
353981,mscoco,large NASA plane parked near the landing stripe next to a smaller plane,82663,
497014,mscoco,The dog is playing catch with his master.,46375,
490125,mscoco,White birds are gathered around a water puddle.,71230,
120860,mscoco,The dog is standing on the boat staring at something.,98273,
292901,mscoco,A lady holding an umbrella is standing at the rail.,42950,
316464,mscoco,A cow standing in a grassy fields surrounded by shrubs,92745,
349804,mscoco,Three airplanes on display behind a high fence.,93680,
9077,mscoco,A variety of fruit is displayed in a market.,96456,
103585,mscoco,A bathroom with two sinks sitting under mirrors.,89955,
78488,mscoco,A yellow fire hydrant in front of a bike leaning against four poles,4864,
289620,mscoco,Two men on a beach playing paddle ball.,97444,
98872,mscoco,"Front diagonal view from hips up of a woman holding a beer out at side, face to face with a man wearing sunglasses with his tongue out, both wearing neckties, by a wooden wall.",87285,
174423,mscoco,A bird sits perched on the edge of an umbrella.,46744,
405032,mscoco,A large panda bear hanging off the side of a tree.,577,
321887,mscoco,White sheep standing in front of a colorful wall in a building.,54830,
544597,mscoco,there is a bathroom that has a lot of things on the floor,41152,
92998,mscoco,The kitchen features a table in the middle of the room.,7823,
210060,mscoco,A woman on a bike with a baby seat holding a dog leash.,79364,
482800,mscoco,an image of three people playing Frisbee outside,52700,
535151,mscoco,a close up of two plates on food on a table,53341,
556608,mscoco,A birthday cake with English and Chinese characters.,10508,
183104,mscoco,an image of two giraffes in a crate,59998,
474034,mscoco,A woman riding a skateboard down a sidewalk in front of a building.,22821,
352761,mscoco,An old man smiling while sitting on a bench.,34805,
447791,mscoco,A large boat sitting in the middle of a body of water.,77931,
502963,mscoco,People walking next to a cafe in the rain,21142,
35767,mscoco,A large tree sitting next to two benches.,42993,
556545,mscoco,A skateboard resting against a wall with a photo sitting next to it.,26877,
188421,mscoco,A toilet next to a sink inside of a bathroom.,68038,
401539,mscoco,A large herd of horses riding on either side of two men.,29616,
281950,mscoco,A lone toilet sits in a large bathroom.,69399,
467031,mscoco,A train on a track pulling into a station dock.,36047,
537652,mscoco,A bird that is standing on a concrete ledge over the water.,11462,
220722,mscoco,People are in the bed of a green truck with an umbrella.,13451,
578713,mscoco,A back ho that is next to a pile of dirt.,48178,
561050,mscoco,Two giraffe standing next to each other on a lush green field.,88833,
361147,mscoco,A tennis player shows controlled excitement while a crowd watches.,77395,
242423,mscoco,A green lizard is eating a brussel sprout.,28259,
366330,mscoco,A tall brick clock tower sitting under a blue cloudy sky.,83046,
239456,mscoco,A man holding a tennis racquet on a tennis court.,27115,
14781,mscoco,A news paper sitting on a floor next to a toilet.,9171,
443197,mscoco,A striped cat curled up above a comforter.,20341,
574145,mscoco,A new and stylish bathroom with a walk in shower is shown.,43032,
92332,mscoco,A man holding and pointing to a jumbo remote control in clear package in a store aisle.,29784,
470113,mscoco,Add you own paint or woodstain to these unfinished cabinets.,68103,
2592,mscoco,Decorated coffee cup and knife sitting on a patterned surface.,86823,
168583,mscoco,Two people are talking in a mall area.,69739,
345068,mscoco,A hospital room filled with empty beds and medical equipment.,24890,
573196,mscoco,A plate with a slice of cake on top.,86086,
373705,mscoco,"A number of young people are enjoying themselves around a fountain, not far from a fire hydrant.",57298,
120428,mscoco,A girl with a drink sitting on the toilet.,71836,
108425,mscoco,A man standing on his front lawn throwing a Frisbee.,22060,
419051,mscoco,a cat is standing inside of a bathroom sink,7948,
94021,mscoco,A couple of black cats laying on top of a bed.,89773,
123415,mscoco,An elephant standing next to a smaller elephant.,89612,
113282,mscoco,People are in a large building with luggage.,28960,
381204,mscoco,A closeup of an apple in the foreground with three oranges in the background.,12944,
423189,mscoco,Sparse office with antique computer and dial telephone,60536,
284715,mscoco,A white and brown dog sitting on top of a bed.,36853,
76087,mscoco,there are many giraffes in a fenced in area,14398,
329573,mscoco,A airplane that is sitting on a runway terminal.,71014,
154420,mscoco,A clean bathroom with blue tiles on wall and counter.,9432,
380892,mscoco,A brown horse standing on a lush green field.,27291,
519706,mscoco,An old woman in a flowered dress is holding a plate of bananas.,26159,
148282,mscoco,A baby in a carriage on street next to market.,44917,
159609,mscoco,A woman with a tennis racket and a ball in front of her.,33165,
113975,mscoco,Dog jumps over a woman to catch a frisbee in a dog show.,37490,
8665,mscoco,One bird that looks like two different ones.,15994,
249836,mscoco,A time lapse photo of a man throwing a frisbee.,15397,
26630,mscoco,There is an unmade bed in a Victorian style room.,22797,
55126,mscoco,People and a dog riding a decorative boat on a waterway.,40784,
191047,mscoco,Three men all walking in the middle of the road .,31405,
22129,mscoco,A bamboo bench with a backpack sitting on top of it.,47654,
309434,mscoco,Two planes fly next to each other with only the sky visible in the background.,63792,
563641,mscoco,There is a blue and yellow train stopped at a train stop,80145,
395633,mscoco,A red and black boat floating on top of water.,87852,
196865,mscoco,Two books are stacked on a small counter.,54800,
521440,mscoco,A small child tries to ski but is holding onto a balancing pole.,93859,
352235,mscoco,Three men on beach with a white surfboard next to them.,18050,
290231,mscoco,A man riding a motor cycle down a race track.,49357,
47112,mscoco,A dining table has a large pizza and wine glasses.,13198,
174123,mscoco,A huge plate of yummy food with fork to eat.,99741,
432255,mscoco,A person on a court with a tennis racket.,35605,
32990,mscoco,A kitchen sink sitting next to a toilet.,27235,
114239,mscoco,A woman holding up measuring cups and a cat watching on the counter.,27470,
238377,mscoco,A dog laying in some hay on the ground.,29853,
261982,mscoco,A man flying through the air while riding a skateboard.,99233,
348701,mscoco,A person doing skate tricks in an outdoor park,89422,
473929,mscoco,A herd of zebra standing next to each other on a grass covered field.,46449,
149444,mscoco,ALL THE DELICIOUS TREATS DISPLAYED IN THE DELI.,24246,
258789,mscoco,A field with a cat and chicken next to a fence.,36004,
35395,mscoco,"A long table set with a variety fruits, vegetables and baked goods.",1879,
253969,mscoco,A man and a woman standing next to each other.,49729,
29852,mscoco,A street sign on a tree lined Japanese street.,94806,
263586,mscoco,A young girl holding a tennis racket on the court.,93904,
59202,mscoco,A skateboarder is near the edge of a skateboard ledge.,20944,
70294,mscoco,a blue bus is coming down a road,97698,
25005,mscoco,A male competitive speed skier coming around a curve.,45765,
37677,mscoco,A woman sitting on a fence holding an open umbrella.,18959,
208955,mscoco,The pitcher throws the ball as the batter waits to swing while the catcher and umpire watch.,27299,
497867,mscoco,A hybrid diesel-electric commuter bus on the street in England,90590,
559821,mscoco,A man with a tie standing by some umbrellas.,8520,
213687,mscoco,Motorcycles driving down a wide city street nearing a white building.,61687,
445298,mscoco,A black and white cow standing on to of a lush green hillside.,55750,
393836,mscoco,An unmade bed and a turned on lamp.,76271,
486026,mscoco,A red and green plate holding a pink cake with frosting.,95698,
435533,mscoco,A bathroom toilet with yellow liquid inside and a dirty tub.,92225,
111409,mscoco,a man that is riding a bike on some concrete,39793,
484425,mscoco,A pizza on a pan sitting in the oven.,11295,
572861,mscoco,A brown horse pulling a carriage down a street.,6896,
117201,mscoco,A group of skiers is headed towards the slope,7967,
188346,mscoco,A green fire truck sitting on top of an airport tarmac.,36721,
488522,mscoco,There is a knife cutting into a cake.,17453,
60434,mscoco,A pole with signs on it in the street out side.,31577,
349485,mscoco,Fresh fruits and vegetables sit for sale at a store.,41670,
81251,mscoco,A pizza topped with fresh tomatoes greens and cheese,19907,
72514,mscoco,A couple of cows tied to a fence in a city area.,21652,
310553,mscoco,A man riding on the back of a motorcycle with a woman.,13272,
463037,mscoco,A plane site on a grassy country runway.,96294,
275751,mscoco,A red and yellow high speed passenger train rolling along the track.,68761,
19102,mscoco,A couple of zebra standing next to each other.,43697,
58133,mscoco,A white bathroom mirror mounted to it's wall.,24643,
139260,mscoco,There is a banana split with whipped cream and a cherry.,20910,
236904,mscoco,A small white dog standing next to a red fire hydrant.,2535,
83214,mscoco,A truck is parked on the side of a busy road.,97854,
468604,mscoco,Large elephant rubbing itself up against a large tree.,729,
416145,mscoco,A large brown bear wading through a  pool of water.,53413,
321307,mscoco,A green bus with a red top traveling down a street.,32941,
442791,mscoco,A small animal on a rock near some Frisbee.,3452,
146411,mscoco,A cat on the ground with a shoe.,27236,
476770,mscoco,A group of men playing a game of baseball on a field.,35063,
163640,mscoco,A man holding a piece of food by a string.,36557,
113354,mscoco,Three zebras munching on grass in their natural habitat.,99992,
146865,mscoco,A young man does a trick on a skateboard in a bowl while other children with bikes and scooters watch.,98407,
187857,mscoco,A man riding on the back of a motorcycle down a street.,63965,
531796,mscoco,Two buses that are sitting under a metal frame.,74545,
16848,mscoco,A filled plate of Chinese food with broccoli,43206,
293153,mscoco,The sightseeing boat streams along the river joined by a plane,61324,
99053,mscoco,"A bowl of noodles, meat and broccoli with a fork.",98867,
4972,mscoco,A BLACK AND WHITE PIC OF A MAN AND A HORSE,45038,
264032,mscoco,Extra hands would be a help for this messy kitchen.,12774,
132987,mscoco,Two men who maybe spear fishing one is on a surf board.,65493,
567432,mscoco,A colorful plane flying over head and telephone wires,58339,
508541,mscoco,A motorcycle parked in front of building next to a umbrella covered table.,45773,
381832,mscoco,a street light hanging fron one of many wires connected to a power pole,70744,
67534,mscoco,Not really a good choice for this shirt and tie combination.,8071,
554740,mscoco,Two parking meters take credit cards and allow 2 hour parking,71199,
506201,mscoco,a couple of people on skis ride through the snow,36352,
518127,mscoco,A huge shot of almost an entire football field during the game.,39711,
547886,mscoco,Four people on horses walking on beach next to water.,21849,
479596,mscoco,a bunch of fruit sit on sale for the public,34341,
451856,mscoco,Two girls and a guy showing off their frisbees.,69626,
96711,mscoco,A woman is sitting outdoors eating some food.,61067,
504103,mscoco,a red open sign is by a curb,24425,
167964,mscoco,A lit street lamp at an intersection with a stop sign.,65936,
515876,mscoco,A fire hydrant on the side of the road.,91204,
145520,mscoco,"Cluttered white shelf with tootbrush, toothpaste and hairbrush.",95289,
539738,mscoco,A man holding a suitcase in one hand and hat in the other,79049,
578292,mscoco,A little boy is holding on to a stop sign.,56869,
441430,mscoco,Multiple bunches of bananas and plantains in an outdoor market.,61709,
565485,mscoco,A red bench and a person in a train station.,10005,
74200,mscoco,Surf boards adorn the windows of a dessert shop.,2105,
421681,mscoco,A couple of suit cases sitting on top of a wooden block.,24545,
122839,mscoco,A statue of a person and a elephant on a street.,56429,
328316,mscoco,A no left turn sign hanging from the side of a wooden pole.,75313,
228135,mscoco,A man talking on a phone while holding ski poles.,67951,
109178,mscoco,Urinals are lined up on a wall in a bathroom.,33070,
157098,mscoco,Three giraffes standing up in a field eating leaves off of trees.,95800,
199319,mscoco,A group of palm trees with lots of bananas hanging from them.,67614,
318570,mscoco,a man that is skiing across some snow field,12354,
408773,mscoco,A man in a plaid shirt riding a skateboard.,68846,
345419,mscoco,A person riding a surfboard in the ocean,860,
437269,mscoco,Two people wearing ski equipment standing on top of a ski slope.,76669,
532527,mscoco,A table topped with vegetables and a pitcher.,77771,
156846,mscoco,A group of people sitting around a long table,10445,
320670,mscoco,A man is laying down on a bed with white sheets.,87227,
5820,mscoco,A park bench on the side of a lake.,51063,
170072,mscoco,There's a crossing sign that shows you can't make left turns,49688,
87875,mscoco,"Their is a hadron and their  in this lot,",2242,
145651,mscoco,A small white room with an unmade bed that has a backpack and a pair of glasses resting on it.,6771,
469719,mscoco,A skier in the midst of a jump,35621,
495183,mscoco,a girl is riding her bike down the street,84488,
487299,mscoco,A city street with traffic lights flooded by water.,33715,
128515,mscoco,Man being silly and jumping on the bed.,43529,
290896,mscoco,A yellow bus in parking lot with power lines above.,81845,
239130,mscoco,A man is riding a bike and talking on his cell phone.,33784,
30958,mscoco,A woman laying on a bed holding a handbag.,20573,
278512,mscoco,A small white plane sitting on top of an airport runway.,82505,
415714,mscoco,Two signs that are attached to a metal pole.,12809,
89697,mscoco,The man is sitting on the arm of a bench near a woman.,10356,
232115,mscoco,assorted desserts sitting on an outdoors table,50978,
574665,mscoco,A cement truck sitting next to a wooden fence.,16884,
401244,mscoco,a person playing frisbee on a field in sport wear,23979,
501153,mscoco,A white truck with a black back filled with people.,96891,
270544,mscoco,an image of a group of people that are on a boat,422,
93571,mscoco,a couple of zebras are standing in a field,71934,
309499,mscoco,Two animals are walking along in a field.,74053,
565153,mscoco,a road sign showing to stop on the road near a forest,70670,
292819,mscoco,"a bicycle sits on its stand in the middle of a grassy, wooded area",82808,
496268,mscoco,A red stop sign above a no parking sign.,15251,
542077,mscoco,Two street lights on a corner pole in a town.,6857,
477623,mscoco,An orange train traveling along train tracks near a train yard.,30100,
12666,mscoco,The traffic in this city is busy this time of day.,16408,
521400,mscoco,A female tennis player stands close to the net holding a racket.,23407,
291861,mscoco,A Zebra standing in between a group of large rocks,17919,
376393,mscoco,Two men riding a ski lift above a snow covered mountain.,87153,
407067,mscoco,A skateboarder is doing a trick on cement steps.,25931,
471394,mscoco,A  plate of food on a table with a tall glass,78797,
359310,mscoco,"A man on a motorcycle with a passenger car attached, parked on the side of the street.",88586,
567801,mscoco,The walk light is lit on this street.,28196,
568863,mscoco,A sign indicating Florida Avenue and another one stating the speed limit is 35.,98986,
198447,mscoco,A person standing in front of a train holding a pair of skis.,86696,
140501,mscoco,A military jet with a bomb on the runway.,17989,
2142,mscoco,A man sitting on top of a bench near some pigeons.,23640,
233023,mscoco,A man looking after an elephant in some exotic country.,57628,
397483,mscoco,a ship sitting out on the ocean not moving,5437,
172935,mscoco,A person flying through the air whale riding skis.,28687,
315388,mscoco,a pair of shoes and fabric strewn across a wooden floor.,41613,
530975,mscoco,a round outdoor courtyard table with a hotdog and a bag of chips on it.,67673,
185475,mscoco,A bus sitting beside a sign that says tow zone.,60977,
181969,mscoco,"An animal, curled into a ball, takes a nap.",24194,
197219,mscoco,a person sits at a table eating pizza,56336,
401163,mscoco,"The dog lies on the ground, while the two men talk to each other.",63888,
555905,mscoco,A bedroom that looks like a hotel room includes a television and bed.,24172,
58146,mscoco,a close up of many toy sheeps on a table,55505,
500446,mscoco,A large clock mounted to the face of a buildings entrance.,67216,
229020,mscoco,a computer is on a desk next to a lamp,26093,
267351,mscoco,A large clock tower is yellow and white.,31818,
76351,mscoco,A small elephant rubbing up against a tree.,54129,
306159,mscoco,point of view shot of man using a small urinal in bathroom,9649,
246530,mscoco,Two giraffes looking in opposite directions and crossing necks.,98779,
120776,mscoco,A small group of people stand at the side of the sidewalk by a metal statue,82132,
162523,mscoco,A man who is performing a trick on a skateboard.,21856,
261068,mscoco,A lady doing something with animals in an enclosed area.,81693,
461573,mscoco,A metal park bench sitting next to a small road.,67734,
459032,mscoco,A man holding a tennis racquet standing on a tennis court.,20371,
531286,mscoco,A red bus in a city scene with traffic.,82356,
452137,mscoco,Plate of 3 hotdogs covered in onions next to a mug of chocolate milk,99512,
277518,mscoco,A boat sitting next to a beach in the ocean covered with birds.,70483,
513891,mscoco,Signs indicating a one way with paintings on it,8863,
567197,mscoco,an old black and white photo of cars parked near a building,89495,
47828,mscoco,A blue lighted bridge over water at night.,56095,
191304,mscoco,"A dining table with a buffet table, book shelves and a wall clock.",78010,
249599,mscoco,A cat laying on the floor next to a glass.,4340,
413349,mscoco,A man that has a skateboard that is in the air.,98061,
401028,mscoco,A person that threw a frisbee in the air.,61818,
387515,mscoco,The blue and white bus is travelling down the street.,4321,
446461,mscoco,A man playing drums while making a creepy face.,4453,
147576,mscoco,A couple of boats and car on a street.,25665,
57244,mscoco,A rusted out train engine sitting next to a green forest.,4649,
241868,mscoco,An adult zebra and a child zebra walking through a lake.,23400,
576031,mscoco,A woman on skis stands on a flat snowy surface.,30032,
73039,mscoco,a purse a pair of shoes and a horse behind a display glass,65020,
552636,mscoco,A group of people walking down a sidewalk near a bus.,63135,
427133,mscoco,A group of people behind a white picket fence watching a person in the grass with a dog and small group of sheep.,2412,
33931,mscoco,A close view of the round part of a tablespoon shows a wilted piece of lettuce resting on the spoon.,3279,
28508,mscoco,One of the three giraffe is eating from a tree.,67905,
442661,mscoco,a giraffe stares out of a glass window,16964,
251627,mscoco,A black and white dog looking at a frisbee on a grass lawn.,34258,
411587,mscoco,The man is in the water with a boat.,4341,
175653,mscoco,A person trying to get up after falling while skiing.,48474,
407945,mscoco,Someone picks up a slice of fresh pizza with one hand.,69675,
500468,mscoco,A large group of chickens stand together in a building.,10635,
225715,mscoco,The room was clean with the bed neatly made.,39222,
526956,mscoco,three cupcakes with small umbrellas near one another,5295,
87958,mscoco,A train with several cars is going around a corner.,92794,
365618,mscoco,Roadway intersections in urban area near waterway with bridge.,77206,
289855,mscoco,The bird is perched alone on the bannister.,1485,
517967,mscoco,A picture that has a lady with a laptop.,35957,
288270,mscoco,A group of people standing outside of a ski lodge.,91764,
333677,mscoco,A room with a bed and an adorable chihuahua sleeping on top of it,23925,
555939,mscoco,A small bathroom with a toilet and shower.,20824,
401901,mscoco,A pair of children kick a ball together.,22840,
293757,mscoco,A cat perched on top of a dresser.,50355,
410168,mscoco,A dog wearing a yellow hat with a smiley face on it.,86580,
227048,mscoco,A young man playing a game of tennis on a tennis court.,51829,
374886,mscoco,A United States air plane taking off .,27748,
478380,mscoco,A bus driver watching a herd of sheep blocking a road.,63315,
522371,mscoco,A couple of young people standing next to each other on the snow.,71654,
306313,mscoco,An oven in a kitchen with a stove on top in between counter tops.,28527,
425848,mscoco,A prepared dinner on a plate sits on a table.,18372,
101013,mscoco,A blue car driving down a street past parked cars.,51867,
524186,mscoco,A big commercial plane flying in cloudy skies.,93670,
243091,mscoco,a white plate filled with pasta and broccoli,54006,
120046,mscoco,Two zebras are sitting on the ground.,49544,
30967,mscoco,two giraffes are walking around in their pen,52123,
8333,mscoco,A white and red train traveling over a city.,60979,
69340,mscoco,A kitchen that has a sink and cabinets in it.,85330,
378139,mscoco,There is a water shuttle going down a canal.,17998,
459634,mscoco,People are riding on motorcycles on a scenic road.,70377,
145227,mscoco,a man that has a medal around his neck,99497,
137211,mscoco,Several large trucks parked outside among many tree's.,45844,
234910,mscoco,A shopping center with parking lot along a busy street.,51884,
30925,mscoco,A giraffe stands next to a tree and a lake.,32354,
181666,mscoco,a flock of goats and some men watching them,8898,
345456,mscoco,Passengers departing a train at a busy train station,53912,
223545,mscoco,The Queen Mary ship sitting in a harbor in Long Beach.,23586,
227019,mscoco,A man playing a game of sports with a hard swing baseball,89561,
389549,mscoco,A herd of sheep that are grazing on some grass.,95257,
182369,mscoco,Animals in a body of water play with a ball.,80594,
290619,mscoco,Banana and plastic drink container sitting on a table.,40472,
194876,mscoco,A man is standing in a bedroom with his shirt unbuttoned.,60021,
264737,mscoco,some little goats and sheep standing next to a larger goat,69194,
314074,mscoco,A man is slicing a large white cake,77136,
245383,mscoco,a motorcycle and a three wheeler both coming same direction on both sides of street,40155,
48555,mscoco,A group of people on horses racing together.,19251,
144122,mscoco,A small airplane flying through a blue sky.,98410,
528269,mscoco,a brown black and white bird and some plants grass and leaves,47292,
481480,mscoco,Two jockeys ride their horses in a race at the track.,93220,
406841,mscoco,An old brick building contains an appliance store.,24503,
170788,mscoco,Five birds nestled together on a tree branch sleeping.,72631,
467000,mscoco,a rainy day with people on the road with umbrellas and a person with a cycle waiting in the shade.,52183,
155793,mscoco,Meat item with sauce and vegetable and side dish on table.,7486,
133928,mscoco,A yellow duck boat floating on top of a lake.,67177,
226008,mscoco,A couple of people riding a jet-ski on top of water.,27252,
82807,mscoco,A very cute looking small dog by some food.,88219,
457575,mscoco,A kid playing a game of frisbee with his dog in the snow.,27963,
432623,mscoco,A woman on a motorcycle smiles next to a man on a bicycle.,99166,
68715,mscoco,"A street sign with the name of a street on it, and next to it is a post with various names up and down the post.",21021,
525272,mscoco,"A tomato, onion and basil pizza in it's raw state.",44222,
35328,mscoco,Stairs are leading down into the streets where there is a bus.,40684,
52107,mscoco,three tennis players on a court playing tennis,79254,
542260,mscoco,"kids play soccer is a soccer field, one boy just kicked the ball",50424,
2225,mscoco,A little girl is eating a chocolate doughnut.,89026,
79408,mscoco,A red stop sign sitting next to a forest.,28872,
304545,mscoco,A black suitcase with a handle and white background.,13454,
