case_number,source,prompt,evaluation_seed,celebrity
33797,mscoco,A stove is embedded in this counter top with drawers.,913,
33798,mscoco,A restroom with single since vanity and toilet with seat cover.,392,
33799,mscoco,A person standing by a window with a baseball bat.,460,
33800,mscoco,A person is riding a bicycle on the side of a bridge.,891,
33801,mscoco,A bicycle laying on the parking meter pole in front of a building with demonstrators.,940,
33802,mscoco,two toilets inside of one stall with tiled floors and walls,929,
33803,mscoco,A close shot of a kitchen with wooden cabinets.,387,
33804,mscoco,A large open room with wooden flooring and refrigerator.,385,
33805,mscoco,The kitchen and entry area of an apartment with high ceilings.,83,
33806,mscoco,A small clean simple bathroom contains a sink tub and toliet,700,
33807,mscoco,This is a filthy toilet with the seat up.,988,
33808,mscoco,A demolished moldy bathroom with a hold in the roof.,678,
33809,mscoco,A man standing in front of a jet engine.,896,
33810,mscoco,A sink and a mirror in a bathroom.,553,
33811,mscoco,a room with a toilet and tools for construction,137,
33812,mscoco,A car is driving in the rain through a city.,670,
33813,mscoco,Some people sit on a bench near bicycles.,881,
33814,mscoco,a bathroom with a toilet a sink and a large mirror,357,
33815,mscoco,Two motorcycle riders dressed in blue performing a stunt.,122,
33816,mscoco,A woman is on her cell phone while two other women and a man stare at her as they all sit on a bench.,183,
33817,mscoco,The interior of a room with a cooking area with a gas stove top.,551,
33818,mscoco,A man standing in a kitchen under a clock.,403,
33819,mscoco,The friends are standing around their motor bikes.,542,
33820,mscoco,A empty kitchen that has a table in front of a sink.,131,
33821,mscoco,A woman washes her hands at a bathroom sink.,746,
33822,mscoco,A women in the bathroom drys her hands off.,229,
33823,mscoco,A large neutral toned half bath with a walk in shower.,855,
33824,mscoco,a plain white bathroom with a toilet and a sink,4,
33825,mscoco,A white toilet sitting next to a phone on a wall.,775,
33826,mscoco,A clean bathroom scene is pictured in this image.,24,
33827,mscoco,A man sitting with his feet propped up and a keyboard in his lap.,306,
33828,mscoco,Two cats standing next to a trash can full of tras.,475,
33829,mscoco,Two separate views of a white tiled residential bathroom.,690,
33830,mscoco,a bath room with a bowl shaped sink,737,
33831,mscoco,A cat that is standing in a bath tub.,558,
33832,mscoco,A man laying on a couch with his head on a pillow.,435,
33833,mscoco,A bicycle on a bus with the seats folded back.,545,
33834,mscoco,A blurry photo of a cyclist on a forest path.,389,
33835,mscoco,A selfie of a young woman in her bathroom.,844,
33836,mscoco,A family poses for a photo with their skis,236,
33837,mscoco,A side view of a room in a house.,254,
33838,mscoco,A kitchen displays a green wood floor and a various assortment of cabinets and appliances.,472,
33839,mscoco,"A bathroom with two sinks, a rug, shower curtain and a tub in it.",355,
33840,mscoco,Two women squatting down and using their cellphones.,159,
33841,mscoco,A person holds up an onion and a chopping knife,283,
33842,mscoco,A man standing in a field with clouds in the background.,194,
33843,mscoco,A woman on a bench with a laptop.,960,
33844,mscoco,A black and white cat sitting on the roof of a car.,897,
33845,mscoco,The table is positioned to watch television while eating.,743,
33846,mscoco,The electric stove in a small but tidy kitchen,784,
33847,mscoco,a big group of people that are standing around in a kitchen,116,
33848,mscoco,A man in tennis shoes is on a skateboard.,33,
33849,mscoco,I can tell that this is a photograph of a kitchen.,829,
33850,mscoco,Colorful kites with long tails against a mountain backdrop.,677,
33851,mscoco,A girl in green dress with gown and arrow on concrete bench.,430,
33852,mscoco,The mirror looks too big for the small bathroom.,630,
33853,mscoco,some bicycles are parked next to some motorcycles,785,
33854,mscoco,A white sink and window in a room.,959,
33855,mscoco,A open bar area at an empty restaurant,905,
33856,mscoco,"A very small bathroom has the sink, tub, and toilet all touching in a corner.",911,
33857,mscoco,A man hanging out the side of a passenger window.,17,
33858,mscoco,there is a bike parked outside two white doors,247,
33859,mscoco,A burning wood stove has a tea pot sitting on top of it and is full of wood.,212,
33860,mscoco,a kitchen area with a scale cabinets and books,69,
33861,mscoco,A picture of a toilet and a shower curtain.,104,
33862,mscoco,An all white bathroom with separate tub and shower.,609,
33863,mscoco,"Corner view of a small white tiled area with light, mirror, sink, toilet paper on one wall, and metal shelf and pegs on another wall, and a trash can on the floor.",35,
33864,mscoco,A dog sitting next to a double seated red bicycle.,458,
33865,mscoco,A man standing in a white kitchen with his arms folded.,613,
33866,mscoco,A kitchen counter with a candle display on it,689,
33867,mscoco,A kitchen with lots of things made from wood.,721,
33868,mscoco,A blue car and white boat in driveway behind a gate.,894,
33869,mscoco,"A counter top with bowls of vegetables: carrots, lemons, and unions.",50,
33870,mscoco,A kitchen with a large counter lined with cloth covered metal chairs.,251,
33871,mscoco,A close up view of a mirror reflecting cars parked on a street.,759,
33872,mscoco,An Asian street scene with a person on a bike.,46,
33873,mscoco,An enclosed shower with a window and bathtub.,412,
33874,mscoco,A woman works at the counter in a residential kitchen.,450,
33875,mscoco,A bike parked next to a white table in a room.,240,
33876,mscoco,a bathroom with a wooden book shelf in it,553,
33877,mscoco,A dining table is in a small corner of a house.,223,
33878,mscoco,A bathroom with a toilet and a red sink.,773,
33879,mscoco,Modern kitchen with assortment of cooking and food items on counter.,885,
33880,mscoco,A girl is measuring out ingredients to prepare something in the kitchen.,795,
33881,mscoco,A view peering into a small well lit bathroom.,58,
33882,mscoco,Small dog wearing sweater standing on ledge of car window peering out.,144,
33883,mscoco,A man at a desk with his hand under his chin.,516,
33884,mscoco,Black and white photograph of a woman walking a dog.,297,
33885,mscoco,a white bathroom with a tub sink and toilet,240,
33886,mscoco,Two guys sitting on a bus that has yellow poles.,836,
33887,mscoco,a man a woman with an umbrella and a parking meter,939,
33888,mscoco,Large modern bathroom with jacuzzi in a house.,750,
33889,mscoco,"A bathroom has a toilet, sink, mirror and shower.",590,
33890,mscoco,A ceiling fan hangs over a clean kitchen.,327,
33891,mscoco,A man in underwear using a bathroom mirror.,592,
33892,mscoco,A picture of a very white bathroom in the daytime.,613,
33893,mscoco,Two young women in snow goggles and ski jackets smile with their snowboards.,792,
33894,mscoco,a man behind a  plastic sheet repairing a wall,689,
33895,mscoco,A leopard print bike parked in a bike rack.,839,
33896,mscoco,A bike hanging on the wall of an apartment kitchenette.,329,
33897,mscoco,this bathroom is painted dar orange and has a glass shower,243,
33898,mscoco,A photo of the past where two men walk down a road,310,
33899,mscoco,a bathroom with tiles on the floor and the walls,898,
33900,mscoco,acat laying on the hood of a car,147,
33901,mscoco,A women who is throwing a Frisbee in a field.,677,
33902,mscoco,The two woman are baking in the kitchen.,534,
33903,mscoco,a kitchen with some cups bowls and a stove and refrigerator,227,
33904,mscoco,"A bathroom with a sink, a mirror and a window.",424,
33905,mscoco,Two people are riding bicycles down a sidewalk.,308,
33906,mscoco,Person and their child cook over the stove while child stands in high stand.,282,
33907,mscoco,An older man preparing to ride his Honda motorcycle.,63,
33908,mscoco,A picture of a furnished kitchen from the view of the dinner table.,571,
33909,mscoco,An image of bathroom split in four sections.,972,
33910,mscoco,A ski slope that has people at the top and one skier doing a jump trick in the middle of the slopes.,606,
33911,mscoco,"An open bathroom door with a toilet, sink and a mirror.",901,
33912,mscoco,a kitchen with wood cabinets and updated appliances,753,
33913,mscoco,a street with cars parked on the side,934,
33914,mscoco,There is a glass of wine sitting on the table.,180,
33915,mscoco,A dog that is standing up wearing clothes.,642,
33916,mscoco,a person is in their kitchen and under the sink,696,
33917,mscoco,A messy kitchen that has the drawers open.,438,
33918,mscoco,A bathroom scene with focus on the double sinks.,570,
33919,mscoco,A couple of small children sitting in front of a laptop computer.,508,
33920,mscoco,a bicycle leaning on a bench  in front of a river,49,
33921,mscoco,A dog in shirt and jeans with a hat on by its owner.,996,
33922,mscoco,Stop sign plastered with stickers and street signs with house in background,353,
33923,mscoco,a man in a kitchen getting food in a big  tray ready,965,
33924,mscoco,A small bathroom nook features a squarish white toilet.,659,
33925,mscoco,Two leather clad motorcycle riders on a paved road.,688,
33926,mscoco,A kitchen with a refrigerator freezer sitting next to a  counter.,391,
33927,mscoco,A bathroom with a subway map shower curtain,805,
33928,mscoco,A skier is flying in the air in the middle of a mountainous area.,538,
33929,mscoco,there are many people preparing to go snow boarding,327,
33930,mscoco,A kitchen with wooden floors and wooden cabinets.,714,
33931,mscoco,a small child brushing her teeth from a cup,427,
33932,mscoco,A young boy is cutting vegetables near a crowded street.,419,
33933,mscoco,The woman is crossing the street riding her small wheel bicycle.,153,
33934,mscoco,A man rustling cattle down the middle of a field.,308,
33935,mscoco,The broken mirror gives a vision of a dirty bathroom.,386,
33936,mscoco,A crowded beach with people in the water,189,
33937,mscoco,A white toilet in a shit stained bathroom covered in filth.,773,
33938,mscoco,An area with a fireplace and a large clock hanging above it on a wall.,551,
33939,mscoco,Small bathroom sink with a mirror in front of it.,485,
33940,mscoco,A driver holds a banana with greater care than the steering wheel of the car she is operating.,247,
33941,mscoco,Young man riding skateboard in an urban area.,870,
33942,mscoco,Several people watching a snowboarder grind on a rail at night.,231,
33943,mscoco,Narrow bathroom area with amenities in residential home.,308,
33944,mscoco,The bathroom has a white toilet and wooden floors.,879,
33945,mscoco,A young man on a bicycle near a bridge stops to look at a green train pass under the bridge.,725,
33946,mscoco,A PLAYER BALANCING FOOTBALL ON HIS FACE IN A STREET WITH BIKES PARKED IN FRONT OF HIM.,148,
33947,mscoco,Some people stand around some motorcycles in the street.,826,
33948,mscoco,A Stop State Police sign on the hood of a car.,475,
33949,mscoco,All all white bathroom is furnished with stainless fixtures for a modern look.,937,
33950,mscoco,Several bruised oranges and lemons mixed together.,60,
33951,mscoco,A spacious kitchen with tile floors and stainless steel appliances,576,
33952,mscoco,A white toilet in a bathroom under a window.,423,
33953,mscoco,A lone bike is locked to a pole on the side of the walkway.,992,
33954,mscoco,A toddler standing at a toilet in small bathroom.,427,
33955,mscoco,A cruise ship bathroom is displayed showing the view out of a small window.,571,
33956,mscoco,Two soldiers placing trays into a cleaning device.,543,
33957,mscoco,Two boys smile as they take a bath.,138,
33958,mscoco,Food cooking in a pot on the stove with dirty dishes on the counter.,398,
33959,mscoco,A man in a plaid hat and green jacket.,249,
33960,mscoco,A man opens a shelfsish with his knife,262,
33961,mscoco,Closeup of a person on a white horse.,209,
33962,mscoco,"a kitchen counter filled with some bowls, plates and bottles",339,
33963,mscoco,a traffic light on a city street,663,
33964,mscoco,a small white bathroom with tile floors and a toilet,81,
33965,mscoco,a couple of food on a big wooden board,945,
33966,mscoco,"A bathroom contains bowls, sandals, shelves and towels.",461,
33967,mscoco,"A bathroom with a mirror above the sink, a towel rack and toilet.",868,
33968,mscoco,a bathroom with a tub a toilet and a stand up shower,380,
33969,mscoco,A small and crowded residential bathroom with a crooked toilet.,95,
33970,mscoco,A picture of a bathroom toilet and sink.,549,
33971,mscoco,A bathroom scene looking at double bowl sinks.,742,
33972,mscoco,A kitchen with a nice stove and oven and lots of counter space.,850,
33973,mscoco,Man on a bicycle in front of a tree sale sign.,196,
33974,mscoco,"A sink, oven, clocks, toasters, microwave and blender",53,
33975,mscoco,An orange bicycle in a black and white photo,275,
33976,mscoco,A spacious bathroom with a fancy bathtub and sink.,387,
33977,mscoco,Two boats filled with bicycles near a river walk.,690,
33978,mscoco,A pot that is sitting on top of a stove.,620,
33979,mscoco,A man riding a bicycle with a dog in a crate strapped to the back.,618,
33980,mscoco,A picture of a kitchen with a toaster oven.,41,
33981,mscoco,A bottle of soap and cup with toothbrushes sit around a sink.,895,
33982,mscoco,A bicycle is parked by a bench at night.,75,
33983,mscoco,three women on bikes on the road during the day,193,
33984,mscoco,A small bathroom taped and ready for remodeling.,824,
33985,mscoco,A photo of an unfinished bathroom with just the toilet.,780,
33986,mscoco,A TALL CROSS BY THE STREET IN A BIG CITY,602,
33987,mscoco,Commercial stainless steel food warmer and grill.,742,
33988,mscoco,A white sink sitting under a mirror next to a  shower.,688,
33989,mscoco,A bunch of toothbrushes on a ledge in front of a small mirror,573,
33990,mscoco,A kitchen with a tile floor and a refrigerator and a stove with two dish towels and a fan as a light.,223,
33991,mscoco,A car with several bikes on a bike rack.,491,
33992,mscoco,A row of parked bikes sitting on the side of a street.,214,
33993,mscoco,"A kitchen with counters, mixing vats, and sinks.",891,
33994,mscoco,A woman in white standing in a kitchen,929,
33995,mscoco,A man leaning and waiting in a doorway,341,
33996,mscoco,Bicycle on side of city street with a missing tire.,311,
33997,mscoco,A glass sits on top of some fruits set on a table.,980,
33998,mscoco,A woman on the sidewalk in a raincoat holding an open umbrella.,931,
33999,mscoco,a man that is putting something in a ladies face,16,
34000,mscoco,Three people in a kitchen with food on a stove.,217,
34001,mscoco,Two people standing on a street corner while one talks on a phone.,960,
34002,mscoco,Car is driving down a well lit area.,195,
34003,mscoco,A white sink under a bathroom mirror.,986,
34004,mscoco,a group of people walk in some ankle high water,760,
34005,mscoco,A white toilet and a sink in a small room.,121,
34006,mscoco,A fires extinguisher is sitting in a lab setting.,765,
34007,mscoco,People gathered around a custom bike with 6 wheels.,773,
34008,mscoco,The speckled floors in the public restroom are clean.,491,
34009,mscoco,a garden tub surrounded by marble looking tile,937,
34010,mscoco,A bench in a park near a grassy field.,249,
34011,mscoco,A woman holding a small cat in a car.,713,
34012,mscoco,A father and son in a kitchen preparing a meal.,619,
34013,mscoco,A man holding a camera staring in the mirror.,721,
34014,mscoco,A woman walking a white dog across a park.,210,
34015,mscoco,This kitchen has a white and black stove and wooden cabinets,407,
34016,mscoco,A chef is cooking in a large kitchen with pans overhead.,938,
34017,mscoco,A view of a dirty restroom toilet through a wooden door.,246,
34018,mscoco,Two police officers on bicycles riding down the street.,566,
34019,mscoco,a glass of ice water sitting next to a wine glass,330,
34020,mscoco,A man welding an oven inside of a kitchen.,795,
34021,mscoco,A white bathroom sink sitting under a mirror.,290,
34022,mscoco,A woman takes a picture of herself in a mirror.,390,
34023,mscoco,A man riding a bicycle with a basket by an advertisement.,478,
34024,mscoco,A train on the track at a station with people in the doorway.,547,
34025,mscoco,A small attractive rest room with a tub and toilet.,665,
34026,mscoco,This is a bathroom sink in a hotel,368,
34027,mscoco,There is a small kitchen with beige cabinets,316,
34028,mscoco,A white sink sitting next to another white sink in a bathroom.,268,
34029,mscoco,A cat is looking at a bathtub in a bathroom with a toilet.,369,
34030,mscoco,A woman who is swinging a tennis racket.,526,
34031,mscoco,The men and the women was riding there motercycles,904,
34032,mscoco,Some delicious looking breads sitting on top of a table counter.,510,
34033,mscoco,New tile is being laid on a bathroom floor.,478,
34034,mscoco,A kitchen with wood cabinets and black and chrome appliances.,101,
34035,mscoco,A black and white cat playing in a white toilet in a bathroom.,823,
34036,mscoco,A kitchen with a small TV sitting on top of a counter.,740,
34037,mscoco,Green park bench sitting on a stone slab in a park.,481,
34038,mscoco,A cat standing on the toilet bowl rim.,780,
34039,mscoco,A person is walking with their dog in a backpack in the park.,860,
34040,mscoco,A dated bathroom includes blue tiles and a gold toned shower door.,328,
34041,mscoco,"Doorway looking into a bathroom with a sink, tub and toilet.",937,
34042,mscoco,An indoor bathroom with reflective marble counter tops,209,
34043,mscoco,A man leans on a table looking at a chocolate cake with candles on it.,380,
34044,mscoco,A smiling woman holds her black and white cat.,321,
34045,mscoco,A microwave and stove in a small kitchen.,424,
34046,mscoco,Man in a suit talks on his cell phone while riding a bike down the street,47,
34047,mscoco,Empty kitchen with oven dishwasher and many cabinets,577,
34048,mscoco,A man with a bike talks with a woman on a bridge,885,
34049,mscoco,A couple of people carrying tote bags walking towards a plane.,227,
34050,mscoco,"A bathroom with a white sink, tile walls and floor.",760,
34051,mscoco,A Mom and daughter enjoying something on a computer.,150,
34052,mscoco,An image of a young woman and a man are in bathroom mirror.,17,
34053,mscoco,An ambulance driving by a family of three.,268,
34054,mscoco,A white toilet sitting net to a walk in shower tub.,567,
34055,mscoco,a white toilet sitting in a  bathroom next to a  toilet.,958,
34056,mscoco,A girl by the side of the road selling flowers.,599,
34057,mscoco,A man preparing food in a kitchen next to an oven.,594,
34058,mscoco,A small child's play kitchen with a table and mixer.,738,
34059,mscoco,Bowls with spoons and saucers line the front of a counter.,428,
34060,mscoco,A gray tiger cat rolling on it's back next to a bicycle tire.,303,
34061,mscoco,A bathroom inside of a house in a well lighted room,157,
34062,mscoco,women standing around the kitchen smiling while making something to eat,201,
34063,mscoco,a man bent over a sink while brushing his teeth,338,
34064,mscoco,"A bathroom counter with a sink, toothbrushes, mouth wash and toothpaste.",236,
34065,mscoco,Brown and white cat asleep on top of a glass table.,389,
34066,mscoco,The bathroom has three mirrors that surround the sink.,584,
34067,mscoco,The kitchen with the wood stained cabinets is clean.,854,
34068,mscoco,The kitchen is clean and ready for us to use.,252,
34069,mscoco,"A bathroom with wood floors, a small tub to the left and a small toilet to the right and a small sink in the middle.",512,
34070,mscoco,A man looking out at a boat in a bay.,564,
34071,mscoco,A man riding a bike and carrying a surfboard.,671,
34072,mscoco,A row of sinks line a bathroom wall.,967,
34073,mscoco,A cat sitting on a toilet seat in the bathroom.,702,
34074,mscoco,a couple of wood cabinets in a small kitchen,346,
34075,mscoco,A sink area in the bathroom with a blue door.,264,
34076,mscoco,Many people sit and walk on a crowded street.,782,
34077,mscoco,A kitchen with beige and white paint and black countertops.,842,
34078,mscoco,a male with a gray shirt is skateboarding,501,
34079,mscoco,Young man in headphones riding a skateboard in a street.,990,
34080,mscoco,A baby looking at two parrots on a table.,741,
34081,mscoco,A large free standing mirror is over a bathroom sink.,658,
34082,mscoco,A bathroom with a whirlpool tub and candles,758,
34083,mscoco,A white Apple laptop on a white bed comforter.,503,
34084,mscoco,A GIRL IS EATING A APPLE ON THE GRASS,472,
34085,mscoco,A very close up view of some big shiny metal equipment.,173,
34086,mscoco,Bicycle parked on patio near bucket of oranges.,751,
34087,mscoco,A bathroom with tile and a lit up mirror,815,
34088,mscoco,A view of a long narrow kitchen with windows above the sink.,361,
34089,mscoco,A woman standing at a table with a blue scarf and looking at a white frosted cake at a booth.,174,
34090,mscoco,A child stands in a bathroom with a toilet.,144,
34091,mscoco,A strange pink bathroom with toilet and sink,738,
34092,mscoco,A man is flying a kite in a field of green.,560,
34093,mscoco,a kitchen with a wood paneled refrigerator and cabinets.,501,
34094,mscoco,A couple of women sitting at a table near a cake.,189,
34095,mscoco,A red bike is leaning on a pole.,939,
34096,mscoco,A bath and white sink in a small room.,911,
34097,mscoco,Several safes and boxes displayed out on a counter.,556,
34098,mscoco,There is no image here to provide a caption for.,658,
34099,mscoco,A bar surrounds a brightly lit home kitchen,981,
34100,mscoco,A bathroom with a slot in the wall.,61,
34101,mscoco,A woman laying on top of a bed with three dogs.,537,
34102,mscoco,Window view into a workshop area with a wooden table.,35,
34103,mscoco,A man who is standing in a bike shop.,860,
34104,mscoco,Oranges with boxed people in a box on counter,868,
34105,mscoco,A picture of a small bathroom sink inside a wood cabin.,77,
34106,mscoco,The public restroom is clean and ready for customers to use.,968,
34107,mscoco,"A kitchen with brown cabinets, tile backsplash, and grey counters.",838,
34108,mscoco,A woman looking affectionately to her left while holding a cell phone.,685,
34109,mscoco,A kitchen with granite counter tops that opens to the living room.,50,
34110,mscoco,A man standing in a kitchen in front of an oven.,783,
34111,mscoco,"A man is posing for the camera in front of the plates of brownies and drinks,",7,
34112,mscoco,a single man snowboarding down a snowy hill,423,
34113,mscoco,an  image of a kitchen setting with all white appliances,141,
34114,mscoco,A bathroom is small with all white fixtures.,863,
34115,mscoco,A girl looks at the camera from behind the head of a cat.,646,
34116,mscoco,A man riding a yellow motorcycle down a street a night.,237,
34117,mscoco,A person sitting down and eating at a table.,70,
34118,mscoco,A bathroom is shown with a toilet and sink.,725,
34119,mscoco,"A rustic, outdoor oven surrounded by pots and bowls.",155,
34120,mscoco,A man standing on a white toilet in a restroom stall.,10,
34121,mscoco,A large sink with three silver faucets on it,224,
34122,mscoco,A small bathroom on an airplane is pictured.,518,
34123,mscoco,A bunch of bikes on a road being ridden.,467,
34124,mscoco,A passenger plane that has landed on the water.,383,
34125,mscoco,There  is a desk with a glass slate on top of it,62,
34126,mscoco,A kitchen scene with the back of a woman's head in the foreground.,633,
34127,mscoco,A bathroom depicting a toilet and a bathtub.,654,
34128,mscoco,there is a very large mirror and counter in this bathroom,683,
34129,mscoco,A woman in a red coat is looking at a sink.,957,
34130,mscoco,A table with a dish of colorful flowers in the center,632,
34131,mscoco,A mirror in a bathroom shower and tiled walls.,935,
34132,mscoco,"A break room with a dishwasher, microwave and several water bottles.",495,
34133,mscoco,Two parking meters that are almost covered in snow.,676,
34134,mscoco,A buffet of different types of food sitting on a buffet table.,500,
34135,mscoco,A little girl in a deep pink jacket rides on the back of her mother's bicycle.,17,
34136,mscoco,A man riding a bike down the middle of a street.,7,
34137,mscoco,"This is the inside of a home, a  bathroom and desk are visible",545,
34138,mscoco,A small restroom with a toilette and kitchen sink.,565,
34139,mscoco,a sink some lights a bowl of fruit and a picture and books,422,
34140,mscoco,Woman sitting on floor next to commode with glass bottle on floor.,13,
34141,mscoco,A group of friends sitting down at a table sharing a meal.,18,
34142,mscoco,Three chefs cooking an asian cuisine for customers.,543,
34143,mscoco,The young woman is slicing the fish on the counter.,740,
34144,mscoco,a gray parking meter some cars wires a street and buildings,282,
34145,mscoco,People crossing the street at a crosswalk in front of a store.,549,
34146,mscoco,A woman watches a group of people dive for a frisbee in the park.,294,
34147,mscoco,A bathroom filled with a large mirror and walk in shower.,18,
34148,mscoco,The kitchen has green floors and light wood cabinets.,515,
34149,mscoco,"The bathroom is dark, dirty, and the mirror looks broken.",833,
34150,mscoco,a bath room with a light a mirror and a towel,715,
34151,mscoco,The small bathroom has a cabinet full of products.,691,
34152,mscoco,A dining table in a restaurant with red brick tile floor.,441,
34153,mscoco,A bathroom with tiled floors and walls.,826,
34154,mscoco,A picture of a kitchen that is very clean.,963,
34155,mscoco,A dog tries to catch a moving Frisbee in its mouth.,932,
34156,mscoco,Three bicyclist riding in single file down a dirt road.,184,
34157,mscoco,A monkey hanging from a shelf in a bathroom.,110,
34158,mscoco,An outdoor eatery area is crowded with customers.,941,
34159,mscoco,An older man riding a bike in front of a red double decker bus.,99,
34160,mscoco,An old bathroom with a sink and toilet.,537,
34161,mscoco,a corner of a bathroom shows part of a vanity and the commode sits of the other side of the wa]],153,
34162,mscoco,A person riding a wave on a surfboard,247,
34163,mscoco,A grey and teal car sit parked at the curb near a house.,197,
34164,mscoco,Bathroom with wooden walls a sink and mirror.,635,
34165,mscoco,A young child brushes his teeth at the sink.,540,
34166,mscoco,a male in a black shirt a stove and cabinets,259,
34167,mscoco,man in the kitchen preparing peppers for a meal,835,
34168,mscoco,There are two sailboats out in the water today.,363,
34169,mscoco,A black cat sitting in a bathroom sink.,274,
34170,mscoco,A kitchen where the cabinet door under the sink is missing.,815,
34171,mscoco,A kitchen with all white appliances and cabinets and a dining table.,407,
34172,mscoco,this bathroom has any things on the wall,81,
34173,mscoco,A kitchen with wooden cabinets and cupboards and wood framed windows..,383,
34174,mscoco,"a toy ,with a dog riding a bike",983,
34175,mscoco,"A small bathroom with tan colored tiles and white bath, toilet and sink.",416,
34176,mscoco,"A street with a red and white bus, a person on a bicycle and a person riding a motor bike on the street.",471,
34177,mscoco,A couple stands around on their phones as they get something to drink,579,
34178,mscoco,A metal bowl filled with berries sitting on a counter top.,250,
34179,mscoco,This kitchen has all wood cabinets and a wood island.,714,
34180,mscoco,Three toothbrushes are in a clear glass cup.,232,
34181,mscoco,A bathroom with metal trash can urinals and a dummy in a skirt inside of it.,308,
34182,mscoco,The cook is reading from a book in the kitchen.,701,
34183,mscoco,A kitchen has cabinet doors ajar and a view of  grass outside the window.,848,
34184,mscoco,A pan with a spoon next to a sink with some foodstuffs,869,
34185,mscoco,A young male surfer is laying on his surfboard riding a wave,83,
34186,mscoco,a bunch of minature furiniture meant for a doll house,670,
34187,mscoco,A half finished bathroom has green appliances.,879,
34188,mscoco,A woman walks down the street with an umbrella.,666,
34189,mscoco,The bathroom has a white sink on a tan counter.,778,
34190,mscoco,A man and a women standing in front of a wedding cake.,33,
34191,mscoco,a guy siting on a couch with a lap top and some wine.,96,
34192,mscoco,Three twin beds with brown plaid quilts in a bedroom.,416,
34193,mscoco,"An open bathroom door with a mirror, sink, toilet and a tub.",389,
34194,mscoco,A baby combing a woman's hair with a comb.,387,
34195,mscoco,a clear vase filled with pink flowers on a kitchen table,566,
34196,mscoco,A bathroom counter filed with two large mirrors.,488,
34197,mscoco,A cat in the bathroom apparently using the toilet.,58,
34198,mscoco,Kites and balloons are flying in the sky while people are in the background.,653,
34199,mscoco,A cat drinking out of a bathroom faucet with running water.,10,
34200,mscoco,A group of three bikes parked in front of a building.,720,
34201,mscoco,Unusual orange artwork displayed orange floor next to orange wall.,176,
34202,mscoco,A toilet that has the seat down in a bathroom.,85,
34203,mscoco,A young man jumping with a skate board in a skate park by the beach.,512,
34204,mscoco,The man is fixing the under side of a kitchen cabinet.,866,
34205,mscoco,A man and woman in kitchen next to sink and window.,445,
34206,mscoco,Little girl siting in front of a toilet with a closed lid.,661,
34207,mscoco,a man is skating on the side of a planter,804,
