case_number,source,prompt,evaluation_seed,celebrity
128140,mscoco,A woman in a colorful shirt is skiing while holding poles.,94754,
145746,mscoco,A room that has a bed and a bathtub.,73764,
332990,mscoco,A man in his ski gear is in the deep snow.,68484,
383443,mscoco,"A bathroom with a tub, sinks, lights and a television.",83925,
177194,mscoco,a group of people riding skis on a snowy surface,94162,
424548,mscoco,A man surfing with the waves in the sea.,3042,
370701,mscoco,A man and his little dog outside protesting Petland,4367,
497117,mscoco,Two birds are perched upon a snowy bank.,17182,
323423,mscoco,There are people with skis standing around the snow.,47033,
254001,mscoco,a bench  sitting by a wall and surrounded by purple flowers,21469,
433774,mscoco,A parking meter sitting next to a tall tree.,96130,
43535,mscoco,A man kissing a baby elephant on a dirt road.,16510,
174866,mscoco,A bed is neatly made with green sheets and a nearby table.,95956,
239376,mscoco,The bathroom is equipped with several new appliances.,84061,
554006,mscoco,A man in green pants suspenders and a white shirt.,34829,
568265,mscoco,A man flying a kite in a park on a clear day,85576,
64334,mscoco,A man behind the counter showing a tie made of wood.,38835,
50443,mscoco,A filthy sink and toilet are seen from above.,41807,
540869,mscoco,A man riding on the back of a red motorcycle.,11052,
191893,mscoco,A long train comes down the tracks through the city.,61785,
160190,mscoco,A man on a motorcycle riding in the desert.,41225,
556633,mscoco,This master bedroom has a bathroom behind glass walls.,24625,
435334,mscoco,horses grazing on a lush green field surrounded by trees.,908,
257685,mscoco,A clean counter top with flowers and a sink.,93207,
391029,mscoco,A bird is sitting on a bench in the grass.,13213,
425153,mscoco,A giraffe standing next to a tree with no leaves.,30232,
106881,mscoco,A bird sitting perched on a tree branch.,71562,
527644,mscoco,A jet is flying through the air leaving smoke behind it.,82014,
467522,mscoco,A group of giraffes standing near each other.,25893,
213547,mscoco,A woman holding a small cake with lit candles.,34485,
450695,mscoco,A large long train on a steel track.,74035,
564419,mscoco,The animals are in the cages hanging from the wire.,73874,
196421,mscoco,This is a photograph of several boy scouts waiting in an airport lobby. A couple are sleeping and a couple are on their phones.,52029,
103255,mscoco,"Commuter train stopped on tracks at red light, green light further up the track.",76063,
287829,mscoco,A red bathroom mirror sitting next to a white toilet.,10253,
161347,mscoco,A large passenger jet sitting on top of a tarmac.,70937,
330018,mscoco,A pretty bird is sitting on a tree branch.,61302,
148614,mscoco,"A photograph is against a wall near a door, a plant, and a clock.",97599,
124429,mscoco,A display of flowering bushes in pots on a backyard patio.,95777,
297683,mscoco,A man wearing a black suit and pink bow tie.,39669,
222118,mscoco,A woman talking on a cell phone while holding luggage.,30122,
505335,mscoco,A group of people stand out side with umbrellas.,83402,
327892,mscoco,People using their laptops in the backseat of a car.,87341,
152482,mscoco,A man holding a half eaten hot dog and a dollar.,55169,
103705,mscoco,A man is laying in a bed next to a window.,30971,
308003,mscoco,There is faded green paint on a wooden step,49934,
404620,mscoco,A narrow street has numerous blue pointing signs.,18691,
254407,mscoco,A train riding on a track near a platform.,18977,
274262,mscoco,A large kitchen with a center island surrounded by stools.,61994,
54747,mscoco,An old photo of a bride and groom in front of a stone building.,63760,
6484,mscoco,"A cake on a pan with a spatula, a flower white with roses and a white beverage holder.",35388,
158994,mscoco,Two big white city buses parked near the curb.,38905,
355632,mscoco,An orange vase filled with flowers on a floor.,45288,
428248,mscoco,A guy does tricks on his skateboard in the street,34234,
466392,mscoco,A close-up of a calico cat wearing a tie.,6418,
249371,mscoco,"Many sheep grazing in a large, green pasture.",56793,
384010,mscoco,White plate with blue rim featuring seafood with vegetables and rice.,6489,
469896,mscoco,A lady laying on a bed reading a book.,85579,
483249,mscoco,A couple of cats sleeping on a car hood.,48291,
28864,mscoco,a close up of a bowl of different fruits,52071,
177758,mscoco,Two women in the snow on skis in front of a large building.,49360,
261796,mscoco,A black and white picture of a large house is shown.,13375,
548363,mscoco,Airplanes on landing strips waiting to take off.,95216,
567863,mscoco,A mother and baby giraffe leaning against a wall,91545,
326919,mscoco,two red white purple and blue jets and buildings,58425,
288603,mscoco,A donkey leads a herd of sheep down a busy street.,20631,
160820,mscoco,A flock of sheep graze beneath trees in a green pasture filled with wildflowers.,93881,
335099,mscoco,"Two small dogs are in front of a black iron gate, one of them looking up at something.",59546,
162415,mscoco,A girl smiles while holding a baseball glove.,92546,
17311,mscoco,A cop on brown horse on sidewalk next to truck.,26071,
452836,mscoco,a woman holding an umbrella while talking to someone.,59347,
489025,mscoco,There some sort of objects on the ground in that muddy water.,53647,
357992,mscoco,"A wooden desk with several computers on the desk, including laptops and computer monitors.",94575,
539419,mscoco,Many small bags are laid out on the floor next to an open suitcase.,4756,
544094,mscoco,A wooden floor with a parking meter and trees.,70590,
573626,mscoco,Wild animals standing in a  forest next to a river.,73103,
397518,mscoco,Two brown bears are standing on the rocks.,86964,
564816,mscoco,A bathtub is in a bathroom with green tile.,22969,
267349,mscoco,A plate and a bowl hold several types of fruit.,13438,
134016,mscoco,bowls filled with different foods next to a plate of broccoli.,91094,
386370,mscoco,A bench sitting next to a river next to a bridge,92257,
498439,mscoco,Fans observing a baseball game in process.,14176,
479683,mscoco,A rear view of a snow boarder and a skier going down a snowy mountain.,27709,
290981,mscoco,A herd of sheep that are grazing in a field.,36858,
447740,mscoco,A woman holding up a smart phone and a little girl.,60634,
304220,mscoco,A polar bear sleeping on a rock.,7926,
1840,mscoco,A bunch of colorful umbrellas hanging from trees in a forest.,33386,
521838,mscoco,A red train engine traveling down tracks near a forest.,79851,
90374,mscoco,The woman is playing tennis on the court.,87789,
163589,mscoco,A table topped with lots of different foods and sandwiches.,70149,
1228,mscoco,A close up of several zebras grazing in a field.,67880,
44950,mscoco,The mirror is reflecting a dog on the bed.,55758,
323155,mscoco,A woman is walking with a cat umbrella.,98008,
95295,mscoco,a couple of people are sitting on a boat,44070,
13965,mscoco,A green an White train car traveling past a road filled with heavy traffic.,9390,
58079,mscoco,A person holding a toothbrush under the running water of a faucet.,42211,
115266,mscoco,A public transit train on the train tracks.,68211,
127192,mscoco,"A white plate with pizza, chicken wings, an egg role, and ranch dressing.",67342,
425303,mscoco,A large passenger jet flying over the top of a large body of water.,14610,
458058,mscoco,A pile of small cakes and donuts sitting on plates.,98769,
502582,mscoco,there is a baseball player that is looking at his hat,53189,
250614,mscoco,A small pizza on a metal dish sitting on a wood colored table.,52492,
537005,mscoco,The top of a parking meter is covered with a big pile of snow.,32409,
323729,mscoco,a wood floored living room with a modern couch and large windows,49827,
261665,mscoco,A train traveling down railroad tracks next to a grassy hillside,98083,
262371,mscoco,A cat laying on top of a bag sitting on a floor.,59953,
397903,mscoco,A woman taking a picture of her rear view mirror with a dog sitting next to her.,4500,
456199,mscoco,A young man riding a snowboard down a snow covered slope.,10613,
286055,mscoco,a train moving along railway line very fast,19188,
28582,mscoco,"Chives, radishes and other vegetables on a white cloth.",92617,
575606,mscoco,a small metallic toilet in a tile bathroom,25241,
572147,mscoco,Two little girls are helping to decorate a cake.,63809,
544481,mscoco,A tall giraffe eating leafy greens in a jungle.,84529,
252269,mscoco,A pizza topped with flowers on a pizza pan sitting on a wooden table.,14883,
1563,mscoco,A woman carrying two skis and a couple of poles.,5638,
573058,mscoco,A man riding a skateboard next to a red metal railing.,33633,
349130,mscoco,A cat sitting on a table behind a glass filled with wine.,82223,
417111,mscoco,Three men in a booth making juice to sell.,49637,
148739,mscoco,A person in a wet suit on a surfboard,35551,
7253,mscoco,An old-fashioned motorcycle painted mint green and parked on a curb.,52807,
136170,mscoco,A zebra walks next to a chain linked fence.,65341,
197915,mscoco,A bird that is sitting on a plate on a table.,2481,
538792,mscoco,A red and black motorcycle parked near another bike.,37397,
59352,mscoco,A man riding skis down a snow covered mountain.,76528,
259755,mscoco,A man sliding to the plate at a baseball game.,84812,
37660,mscoco,A substance on a pair of q-tips in a persons hand.,17045,
392991,mscoco,A white cake with chocolate being poured over the top of it.,62123,
546674,mscoco,A plant is rooted in rock filled vase,47512,
140391,mscoco,A couple different pastries on a pastry dish.,1923,
249623,mscoco,A black bear walking through a path in the woods.,93392,
189193,mscoco,A woman is skateboarding down a hill with a hat on.,46408,
505899,mscoco,A white plate topped with two donuts on a wooden table.,13480,
240217,mscoco,A dog that is standing in the grass with a bull.,34892,
255928,mscoco,"An old, dirty, grubby tub, sink and toiled is in a dirty, old room.",836,
311553,mscoco,a plate of vegetables amongst bowls of rice,9395,
242103,mscoco,A small plastic dish with food in it,14414,
435671,mscoco,A grey brown bird perched in a pine tree,48491,
391588,mscoco,A small pizza split into six slices with one missing.,40295,
409099,mscoco,A delicious looking bunt cake on a table next to fruit.,42727,
251404,mscoco,A very cute boy smiling and holding luggage.,52996,
159944,mscoco,A cat that is laying with its head down on a mouse.,70150,
284445,mscoco,A group of people crossing a street next to a bend traffic light.,39382,
118966,mscoco,A couple of people in a room with a Frisbee.,86909,
97865,mscoco,There is a man throwing something at a target.,8443,
377359,mscoco,A plate of food that is on a table.,36815,
176542,mscoco,A man that is sitting on a horse.,70511,
509262,mscoco,A man hold a young boy and an orange Frisbee.,56699,
537211,mscoco,A guy eats a sandwich while sitting on a dock.,29515,
108326,mscoco,A large painting of zebras and hogs standing next to deer.,26767,
413395,mscoco,A man sits on the couch with two cats on his lap.,64717,
139472,mscoco,A man in blue is holding a brown umbrella.,70446,
412455,mscoco,Antique black and white photograph of people walking by large stone buildings,61788,
255769,mscoco,A crosstown bus is parked on the street.,26811,
245153,mscoco,Two puffins sitting in some grass on a mountain.,64594,
6306,mscoco,A pool next to a dock lined with lots of boats.,2839,
542145,mscoco,A toilet and a sink in small bathroom.,36515,
541593,mscoco,Black and white photo of a clocktower and a bird.,17627,
402000,mscoco,A woman standing on a beach is surrounded by birds.,37702,
305576,mscoco,A man holds a plate of food while he works on a laptop.,95810,
299640,mscoco,a close up of a disassembled remote control,2951,
449432,mscoco,A group of people in uniforms stand in formation next to a bus,13523,
468345,mscoco,A man riding a skateboard while wearing an orange hat.,32741,
17029,mscoco,a dog jumping to catch a frisbee in a yard,9878,
69544,mscoco,Two little kids standing next to each other in snow.,11536,
19608,mscoco,a man riding a red bicycle watching a bird in the water,97844,
328504,mscoco,Pair of giraffes standing next to a wooden pole barrier fence.,83276,
392722,mscoco,A group of people standing next to a double decker bus.,95213,
369081,mscoco,A group of horses are grazing in the field.,41889,
233834,mscoco,A train moving down the rail road tracks .,26444,
154711,mscoco,THERE IS A WALL WITH FLOWERS ON IT AND A BIRD,58228,
544811,mscoco,Two birds flying in the sky over a lake,91804,
494584,mscoco,A small white bird flying over the water.,9331,
266831,mscoco,A person with a camera taking a picture.,33921,
318911,mscoco,Several sheep are grazing on grass outside in a fenced in area.,25671,
307847,mscoco,A colorful railroad train arriving at a station.,5739,
133237,mscoco,A large elephant standing next to a small elephant.,5655,
567877,mscoco,A man standing between two adorable little girls and tow birthday cakes.,42034,
494629,mscoco,A man sits on a toilet while working on his computer at his desk.,12466,
557981,mscoco,A young man holding a stuffed teddy bear and a white umbrella.,67781,
129645,mscoco,A man flying over a set of steps near a hill.,29810,
452947,mscoco,a bedroom with a bed chair desk and a window,75410,
576701,mscoco,A cat sleeping on top of a pair of shoes.,36201,
224012,mscoco,The lunch plate includes both meat and vegetable choices.,32136,
122838,mscoco,A small white bard with  a long beak on a branch.,70945,
363325,mscoco,A cute cat sticking its head in a box of pizza.,56309,
511599,mscoco,Several people are standing outside a large boat.,84106,
220277,mscoco,An older skateboarder holds a long pole as he skates.,35690,
370260,mscoco,A colorful bus driving down a street in front of a bus.,54606,
83466,mscoco,A man wearing skis posting for a picture at night in the snow.,8225,
461275,mscoco,A cross road of Furnace St. and Crapo St.,411,
485494,mscoco,a cat playing with a toy on a sofa,49763,
488567,mscoco,The middle of a highway during a cloudy day.,41693,
169736,mscoco,a close up of a plate of food with meat,41393,
444496,mscoco,A bunch of bananas are sitting in a glass server.,70824,
386146,mscoco,A couple of birds perched on poles sticking out of a lake.,21838,
97748,mscoco,A man sitting on the head of an elephant.,21192,
542758,mscoco,A family posing on the beech for a photo.,93485,
407457,mscoco,A parking meter  in front of an over grown wall.,37112,
437392,mscoco,A toilet that is decorated like a pink stuffed animal,44868,
1554,mscoco,Three sheep in a pasture with people standing by the fence.,49743,
122390,mscoco,a cat laying down stretched out near a laptop,54736,
537206,mscoco,A man laying on the ground in front of a motorcycle.,42328,
63965,mscoco,A woman holding a plate of cake covered in frosting.,56781,
35148,mscoco,there are cars coming down the street to a green light,29241,
396051,mscoco,"A group of planes sitting on a runway, in the day.",71536,
531995,mscoco,A black and white cat with it's head inside of a black boot.,31881,
181742,mscoco,A red fire hydrant sitting on a muddy green hillside.,53616,
380854,mscoco,A bathroom is shown with white decor and brown cabinets.,16082,
172952,mscoco,Well dressed man and woman pose for picture.,72635,
74787,mscoco,We are looking in the door of a bathroom stall.,75314,
101656,mscoco,A young man standing next to a bike,42068,
424545,mscoco,A grey and white cat laying in window sill next to a curtain.,9853,
59393,mscoco,a couple of sheep walking across a grass covered field.,43017,
19817,mscoco,A white toilet tin a bathroom sitting next to a sink.,44613,
407826,mscoco,It's wondrous how that big airplane manages to stay up in the sky.,50433,
224010,mscoco,A toilet is used for outdoor decoration beside a log cabin building.,79331,
223833,mscoco,The cat rests on the bed while watching television.,59036,
498641,mscoco,A dog that is laying down on its side.,58113,
208044,mscoco,A man is straightening his tie in front of a mirror.,85116,
376193,mscoco,A hand holding an apple in your left hand.,7512,
290951,mscoco,A couple of giant umbrellas suspended from a ceiling.,3726,
565248,mscoco,a couple of women are riding horses at the beach,10553,
375769,mscoco,A boy with a helmet on eating food across from a bicycle.,9010,
575473,mscoco,A white toilet sitting inside of a bathroom.,8011,
569801,mscoco,A white kitchen counter next to an oven.,67065,
72024,mscoco,Set of several sail boats gliding down a river.,95510,
343031,mscoco,A black steam engine pulling a small passenger car.,78181,
297249,mscoco,Man throwing frisbee in elaborate fashion in field,1140,
242246,mscoco,a green table some people oranges and bananas,92058,
207204,mscoco,A couple of zebras are in a brushy field.,16734,
133690,mscoco,a person holding a dog sitting on a couch,6292,
34818,mscoco,A close up of shoes preparing to stand on a skateboard.,73050,
572889,mscoco,a busy street with a lot of cars on it,80570,
437262,mscoco,two people holding skis walking up a ski slope,94315,
146078,mscoco,A fan that has the light on over a table.,85580,
125286,mscoco,A street sign sitting on top of a snow covered traffic lights.,55347,
289263,mscoco,A girl in bikini standing with surfboard on the beach.,68875,
567340,mscoco,A woman eating something wrapped up in a bun.,34062,
331268,mscoco,A kitchen filled with plants and lots of clutter.,35426,
86483,mscoco,There is a sign in front of a brick house.,43057,
58849,mscoco,A dog with a blue frisbee in it's mouth.,89002,
294073,mscoco,A woman and a man standing between two brown horses.,64399,
50431,mscoco,A carriage with people in it being pulled by two horses in the street.,38292,
512151,mscoco,A man sits in a train with many pieces of luggage on the seat across from him.,12862,
197859,mscoco,A room with two beds and a nightstand.,23601,
12343,mscoco,a man wearing black is riding a red and silver motorcycle,78361,
179950,mscoco,"A group of people, many wearing red shirts or vests are on a grassy area while a white Frisbee is in the air above their heads.",30445,
121849,mscoco,A very cute child sitting on the commode with his pants on,79903,
93620,mscoco,A group of women and children walking across a street.,72644,
177213,mscoco,Small pizza sits on a plate on a restaurant table.,20811,
507686,mscoco,A building front at the corner of N. Astor and E. Division St.,43598,
516805,mscoco,A table full of items and on a sunny day.,59171,
211046,mscoco,The train rides down the tracks near a huge building in the city.,31544,
430287,mscoco,That tub is usually one found in a nursing home.,52500,
243401,mscoco,A next of bird feeders filled with lots of birds.,34061,
139436,mscoco,The elephant is standing on the grass in the clearing.,92939,
329957,mscoco,A couple of girls are standing in a kitchen,95794,
49763,mscoco,three people running on a beach with waves and lots of birds in the background.,72359,
568107,mscoco,The motorcyclist has his hands at his side while riding swiftly down the road.,54281,
404128,mscoco,A propellor airplane is on a grassy runway.,61986,
491497,mscoco,A fluffy white chair that faces away fro a television.,31660,
499937,mscoco,Two black cats one sitting on a chair and one next to the chair.,8249,
92115,mscoco,A train sitting next to a platform in a tunnel.,82452,
93258,mscoco,two people in a kitchen making food on a table,83114,
511145,mscoco,A man riding a motorcycle on a race track.,50370,
578203,mscoco,There is a bowl of fresh fruit on the table.,95550,
162130,mscoco,A wooden bench is sitting next to a grassy field.,32578,
158635,mscoco,"An ornate dessert sits on a plate, waiting to be eaten.",51923,
451471,mscoco,"A store that says ""Ray's Tavern"" and a group of motorcycles parked outside the store.",76455,
458223,mscoco,a man walks along his bicycle near the ocean,3331,
420490,mscoco,A kitchen with an island and window over the sink.,2112,
518721,mscoco,A hand holding a carrot feeding a giraffe under a tent,20393,
135424,mscoco,A distant view of a surfer riding the ocean waves.,71538,
507750,mscoco,A person riding skis into a pool of water down a ski slope.,8113,
199510,mscoco,A row of red and blue luggage sitting at an airport.,29240,
25346,mscoco,A train with cars going down the tracks in the country.,71499,
535226,mscoco,A cat is laying inside of a box,75075,
156324,mscoco,A woman takes a selfie in front of a bathroom mirror.,94278,
273190,mscoco,A young man swinging a baseball bat on a baseball field.,92069,
410350,mscoco,Two cooks standing at the counter on a kithchen next to bottles.,89009,
515982,mscoco,A man sliding into a base next to another baseball player.,31210,
406489,mscoco,A red train is on the tracks by the grass and trees.,83853,
279877,mscoco,A group of neck ties sitting next to each other.,89806,
232852,mscoco,A three pronged fork sits on a white plate.,82394,
157019,mscoco,A person walking across a street in the rain.,53565,
315173,mscoco,A group of people riding on the back of a tour bus,27091,
250870,mscoco,A male equestrian in full gear on a trotting white horse in a white fenced horse ring.,72099,
15497,mscoco,A cat laying on top of a couch next to a computer mouse.,3485,
433156,mscoco,A rack with lots of umbrellas sitting in front of a store.,6456,
443160,mscoco,The would is dressed up wearing a hat and tie.,86374,
277749,mscoco,A group of cows that are standing in the grass.,86940,
359128,mscoco,A desk that has a laptop computer on it.,59438,
173033,mscoco,A replica of a bear and her cub in a glass case in an exhibit.,49182,
254589,mscoco,A man mixing food in a bowl behind a girl who is reaching into another bowl in a kitchen.,14711,
389081,mscoco,A plate filled with a melted cheese covered sandwich and fries.,86822,
502317,mscoco,Some signs on a street corner near some buildings.,14995,
470536,mscoco,A young girl sitting on a park bench.,99741,
142774,mscoco,A bus driving down a street past a parked motorcycle.,27136,
282206,mscoco,a person laying on a boat in water,71612,
330262,mscoco,a bear in a shallow body of water near grass,91074,
415841,mscoco,"A kitchen with a refrigerator, sink, drawers and cabinets.",29825,
53606,mscoco,A train covered with graffiti moves along an urban track.,73288,
452297,mscoco,A cup of ice cream with chocolate syrup and bananas,95018,
319541,mscoco,A person sitting on top of a bench with their arms spread out.,24959,
37437,mscoco,"Two trains, side by side, waiting at the train station",78024,
548011,mscoco,Group of cross-country skiers on snow-covered mountain landscape.,91588,
125106,mscoco,A kitchen counter topped with ripe bananas and chocolate.,63879,
315492,mscoco,A girl is playing with a teddy bear in a bathroom.,20,
1675,mscoco,A cat resting on an open laptop computer.,20925,
213592,mscoco,A group of people on some horses in the grass.,28652,
53364,mscoco,A group of girls all colorfully dressed dress with umbrellas.,35754,
418533,mscoco,"A large train car labeled ""buffet"" and ""first class"" is parked in a train yard.",32358,
500543,mscoco,A man standing on a football field during a game holding an umbrella surrounded by football players.,12438,
279387,mscoco,The sidewalk is made out of bricks and has a fire hydrant on it.,76506,
231052,mscoco,A platter filled with cooked food and broccoli.,55332,
532780,mscoco,a plate with an open sandwich next to a little bowl of soup and a wine glass,1077,
549932,mscoco,some people standing in front of a building with some suitcases,15219,
283441,mscoco,A section of a yard being dug up next to a building.,67846,
318671,mscoco,"A horse drawn trolly on a track, the trolly is full of people.",53141,
61268,mscoco,A train going down the track near a city,90151,
276066,mscoco,A giraffe standing in dirt field next to trees.,76224,
525880,mscoco,A man sitting on a bench next to the ocean.,19015,
93985,mscoco,a young child in glasses is wearing a baseball glove,36158,
193387,mscoco,A cake sitting on top of a pan on a table.,56997,
489207,mscoco,A woman on  skateboard is looking at her phone.,98042,
8718,mscoco,A breakfast bowl consisting of blueberry sconce and strawberry with side of coffee,92553,
489728,mscoco,a person eating with chopsticks and reading books in their living room,80660,
457558,mscoco,Stop light featuring Main Street and a green light,79174,
319935,mscoco,A hotel suite with balcony overlooking the scenery,51996,
97080,mscoco,A train traveling down tracks next to a train station.,96570,
545138,mscoco,Two cars and a motorcycle are parked in the same small spot at various times.,19806,
463901,mscoco,A person sitting on a beach underneath a blue umbrella.,17035,
222343,mscoco,a close up of a toilet with a poster on the wall,18486,
179948,mscoco,A traffic light next to a set of stairs.,47240,
39516,mscoco,Cake topped with fruit and whipped cream sits on a plate.,74771,
262161,mscoco,Large motorcycle sitting on a grassy area in a line.,40190,
139872,mscoco,A dog laying on grass near a flying disc.,26489,
144896,mscoco,A man standing on a boat in very clear waters.,75989,
226400,mscoco,Two cats are sitting in a door way.,9860,
370749,mscoco,An elephant stands in the grass staring out.,88673,
153834,mscoco,Cows are grazing in the countryside with a bridge in the background.,40252,
161567,mscoco,A woman standing next to a man in a kitchen.,30057,
129054,mscoco,A herd of zebra stand on a plain in the wild.,63735,
303534,mscoco,the bedroom looks neat and clean though it is a small area,206,
357044,mscoco,An exotic horse kicks up its hind legs at another horse.,43464,
194381,mscoco,There is a elephant that is standing besides a lake or river,69996,
15735,mscoco,A hotdog is in a bread sandwich bun.,81403,
305343,mscoco,Two cups sitting on top of a gray counter.,65013,
302030,mscoco,A picture of a cluttered home office desk.,95193,
403385,mscoco,A bathroom that has a broken wall in the shower.,47145,
225963,mscoco,A girl mixing food with a whisk in a measuring bowl.,80345,
487220,mscoco,A man and two women standing next to each other.,97919,
106216,mscoco,A couple riding on a horse drawn wagon.,94920,
534045,mscoco,An old green fire hydrant sits on a grassy curb.,91042,
519569,mscoco,a kitchen with a refrigerator a counter with chairs,38570,
23380,mscoco,A bus stop is decorated with blue brochures.,43329,
463640,mscoco,A man and woman are cutting a chocolate heart shaped cake.,54132,
233491,mscoco,Water is spewing form the ground while people watch on.,61827,
277073,mscoco,Two people are on a bike together traveling down the road.,34362,
194499,mscoco,A little boy wearing a hat and leather boots.,33397,
124294,mscoco,Two trains passing in different directions in a train yard.,10249,
66348,mscoco,A truck full of oranges riding on a street.,80614,
99410,mscoco,A man without a shirt wearing a neck tie.,74956,
563056,mscoco,A group of birds and a man in a small boat.,89197,
416827,mscoco,A train traveling down railroad tracks through a countryside.,51640,
49327,mscoco,The people are walking in around in town,28394,
432146,mscoco,A person riding skis down a snow covered slope.,35686,
327047,mscoco,A kitchen with lots of bottles and glasses on top of it.,58676,
387567,mscoco,an image of a person slicing pizza with a knife,12294,
379055,mscoco,An apple and a paper weight on top of wooden blocks before a mirrors.,3378,
316968,mscoco,A white horse drawing a carriage through a street.,8267,
142337,mscoco,a bathroom with a sink and a toilet,83921,
66397,mscoco,He follows the track used for cross country skiers.,32148,
41990,mscoco,A group of people on snow shoes posing for a photo.,45414,
433547,mscoco,A man and woman sitting next to each other on a park bench.,85360,
513073,mscoco,A person's feet are shown in front of a small tv.,8682,
142472,mscoco,A city filled with lots of vehicles and pedestrian traffic.,66556,
385204,mscoco,A white cat wearing a helmet made of melon rind.,37998,
358903,mscoco,a group of people on water skiis doing tricks,73778,
52851,mscoco,Barren mountains dotted with green beneath a cloudy sky.,37321,
137810,mscoco,Intersecting roadways with marked straight lines and squares.,52120,
6226,mscoco,A train riding on a track near a forest and traffic signs.,92825,
455610,mscoco,A parked red motorcycle sitting in front of a building.,5049,
465963,mscoco,A man standing next to a woman on top of a sandy beach.,15769,
327186,mscoco,A large green airplane has it's landing gear down.,75151,
190185,mscoco,A large sandwich filled with sausages on a tray.,94334,
315841,mscoco,A small gray elephant standing on a grass covered field.,22956,
193369,mscoco,A bench that sits in the grass with rocks cemented to the ground,15875,
299082,mscoco,A giraffe eating grass over a rock wall,60926,
247625,mscoco,A person is preparing to snowboard down the mountain.,98077,
87489,mscoco,a public transit bus on a city street,85110,
163155,mscoco,A cat crouched over sitting by a brick wall.,22868,
371958,mscoco,The top of a brick clock tower surrounded by birds.,17163,
