case_number,source,prompt,evaluation_seed,celebrity
415904,mscoco,A car with an argyle racing stripe in the rain.,69547,
116848,mscoco,A large bus driving past a few stores.,19081,
183348,mscoco,A entrance into a building next to a parking meter.,50923,
467062,mscoco,A picture of two expire time meters on the street,53512,
321064,mscoco,A small wooden table covered with delicious vegetables.,72342,
197280,mscoco,A teenager riding a skateboard on a half pipe.,19315,
158887,mscoco,A man and child wearing skis in the snow.,32243,
27982,mscoco,A small bathroom with marble tiles and counter.,26580,
193021,mscoco,A hall way with family photos on the wall leading to a kitchen and dining area with wood floors.,23749,
172993,mscoco,A black cat laying on top of a bed next to pillows.,98865,
78499,mscoco,Horses standing and laying down in the grass on a hill above a lake.,86405,
472046,mscoco,"A kitchen with a stove, sink, table, chairs and couches.",50866,
507663,mscoco,People are on grass playing some sort of game.,8535,
22775,mscoco,An orange carved to look like a jack-o-lantern is next to a knife.,17047,
241273,mscoco,A convoy of dump trucks make their way past the supermarket.,76147,
362123,mscoco,A wet street with a stop sign on the corner.,46985,
324785,mscoco,A group of cages stacked on top of each other near a body of water.,87945,
563730,mscoco,An orange lying next to a green utensil.,12242,
151130,mscoco,A person holding birds in an aquarium full of spectators.,78442,
119308,mscoco,"A young man jumping up, doing a trick on a skateboard.",40915,
188946,mscoco,The man is posing before he skis down the hill.,3032,
144269,mscoco,People sitting on a train with one person looking up at a mirror and taking a photo of the reflection with a camera.,41155,
153734,mscoco,A brown cow walking along side of a man.,81521,
304917,mscoco,a dump truck carrying a car a building and a street,63871,
245460,mscoco,a small boy with a hat playing with a remote,91271,
572733,mscoco,A large airliner jet flying through the blue sky.,75688,
562090,mscoco,A bathroom with all black fixtures in it.,41285,
242465,mscoco,A red stop sign sitting on the side of a road.,8342,
413043,mscoco,A young man riding a skateboard down a street.,16208,
568259,mscoco,A male tennis player swinging his tennis racquet.,94073,
32944,mscoco,An older man standing next to a woman.,20811,
173445,mscoco,The four pink sheep are moving away from each other.,10948,
92534,mscoco,A baby elephant walking in sand at the zoo,53111,
267946,mscoco,A blue sign giving directions to a public toilet.,45646,
54329,mscoco,A professional baseball player getting ready to throw the ball,46781,
169505,mscoco,A person flying a kite high in the sky.,29152,
493864,mscoco,A man standing on a wet beach holding a blue board.,50409,
552395,mscoco,A cat is perched upon a wooden bench that sits on a stone patio.,90584,
472828,mscoco,A man selling oranges and juice to a bunch of people.,58724,
254644,mscoco,A country charm type of kitchen is equipped with greenery and nick nacks.,65831,
535952,mscoco,Three chocolate cupcakes sitting on a wooden cutting board.,74087,
360371,mscoco,A toilet sitting in a bathroom next to a scale.,15527,
63740,mscoco,Two computers sitting on top of a desk.,38201,
135604,mscoco,A young man about to kick a soccer ball on a green field,1236,
531324,mscoco,The retro bicycle shop is actually three stories high.,2066,
574241,mscoco,A couple of kitten drinking water from a bowl.,80065,
533032,mscoco,An individual is gotten in the quiet of the picture.,13273,
22090,mscoco,Orange sitting on a plate next to bananas on top of a table.,14843,
450488,mscoco,Small bedroom with a bed and dresser with a small monitor on top of it.,28373,
314986,mscoco,A black and white photo of a bicyclist.,84305,
100811,mscoco,A row of wooden poles with seagulls resting on them.,93399,
151657,mscoco,A man standing next to a woman in a living room.,31202,
177811,mscoco,A dirty bathroom with paper and dirt covering the floor.,69708,
291038,mscoco,"A pair of zebras standing in pen, in the grass.",4712,
232376,mscoco,A laptop computer sitting on a wooden desk next to a monitor.,42152,
429836,mscoco,Spectators are watching a baseball game in the stands.,47772,
423971,mscoco,A toilet with an illuminated seat in a restroom.,3459,
423519,mscoco,a public transit bus on a city street,1637,
283698,mscoco,There are women wearing glove handling different breads.,43064,
538163,mscoco,A man and woman that are around a table.,41592,
114090,mscoco,Birds are eating from a bird feeder with a pine cone on it.,4142,
92177,mscoco,Advertising photograph of a surf-themed birthday cake from a bakery,54162,
539124,mscoco,A young girl riding a skateboard next to two guys.,19234,
287725,mscoco,A train riding through tracks in a large train station.,56939,
213693,mscoco,A blonde woman standing in front of a red double decker bus.,7986,
105658,mscoco,a bottle of tequila sitting next to an orange cat.,85551,
234169,mscoco,Dozens of donuts are under a glass display case.,88389,
328683,mscoco,A parking meter decorated with different colors of paper.,22373,
476856,mscoco,A cat drinking water out of a white cup.,38702,
34811,mscoco,A bathroom sink underneath a medicine cabinet next to a window.,85411,
331242,mscoco,A brown and white horse standing on top of a beach.,27726,
5213,mscoco,Atv parked alongside rural roadway with trees lining landscape.,67464,
376677,mscoco,A large construction site for a bridge build.,79466,
502136,mscoco,"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",97868,
169089,mscoco,A couple of girls riding on top of surfboards on a wave.,83988,
509460,mscoco,A brown of wooden park benches sitting next to a lake.,2344,
98283,mscoco,A person riding a skateboard on top of a blue floor.,71124,
302842,mscoco,a man sits by himself on a bench in a stone-paved square in front of a large bed of flowers,31009,
265462,mscoco,A man riding a skateboard down a bunch of steps.,66539,
153207,mscoco,A stop sign before a traffic control booth on a highway.,97859,
77415,mscoco,Someone is holding a container of garlic mayo near his sandwich.,68476,
377882,mscoco,Boats docked on land sitting side by side next to a lake.,12971,
261062,mscoco,the door to the room is open to the outside,5551,
400950,mscoco,a small child riding a horse on a city street,59932,
207431,mscoco,There is a plate of mushroom pizza on a table.,9605,
19308,mscoco,An adorable cat rolling around on it's back while holding a toothbrush in it's mouth.,56680,
140295,mscoco,Couple of zebras eating out of the food bin at the zoo,54899,
239395,mscoco,An old motorcycle parked on the side street with an umbrella over it.,31536,
517029,mscoco,A giraffe grazing from a tree with rock wall in background.,17220,
469343,mscoco,A herd of elephants walking across a field.,29012,
289337,mscoco,Giraffe with large trees grazing in gray sky,7185,
253171,mscoco,A couple of glasses next to a  bottle.,87118,
388873,mscoco,There is a big stop sign colored in red and white,43750,
44269,mscoco,A metro bus at night at a bus stop letting people off on the sidewalk.,63854,
464522,mscoco,A brown and white dog standing next to another dog.,90254,
358086,mscoco,There are some female athletes playing frisbee together,94185,
522613,mscoco,A tall giraffe standing in a forest on a grassy ground.,87457,
524725,mscoco,two parking meters connectec onto one pole,12625,
154971,mscoco,A man kicking a soccer ball whle standing on a field.,27831,
228306,mscoco,Red metropolitan bus at intersection in city environment.,75935,
503841,mscoco,two traffic lights in front of a huge building,99559,
334521,mscoco,Giraffes and a bird behind a chain link fence at a zoo,10409,
288591,mscoco,We are looking at a large truck parked in a garage.,1978,
180953,mscoco,A large purple and red passenger jet flying through a blue sky..,17427,
166165,mscoco,A woman standing on a tennis court holding a racquet.,99170,
167700,mscoco,a silver toilet and some toilet paper and a green switch,35917,
474526,mscoco,A collection of various cars stopped at a stop light.,98137,
316054,mscoco,A train traveling through a rural country side covered in grass.,21076,
291144,mscoco,Two parking meters with a woolen glove on one of them,56985,
544365,mscoco,a living room with a tv on top of a stand with a guitars sitting next to,88326,
409156,mscoco,A woman is making her way out of a rather large suitcase.,23150,
272048,mscoco,A man sitting on top of a purple bench on a tennis court.,66003,
481010,mscoco,A woman in white dress playing a game of tennis.,52991,
491481,mscoco,A large giraffe is standing in a vast green field.,18884,
35599,mscoco,Cafe tables with table cloths and orange umbrellas over them.,64141,
329011,mscoco,"A dog being washed in a tub, with a sad look on its face.",95428,
418226,mscoco,A row of wall mounted urinals under aquariums.,58999,
111014,mscoco,The modern made toilet is next to a small bidet.,93490,
217228,mscoco,a zebra grazing on grass in an open field,46309,
568111,mscoco,A bedroom with a bed under a window next to a green rug.,56705,
277208,mscoco,A picture of a giraffe drinking some water.,4697,
170739,mscoco,a couple of elephants are standing behind a fence,16850,
333683,mscoco,A kitchen with a metallic refrigerator freezer next to a sink.,44351,
377652,mscoco,A couple of people are kiteboarding in the water.,96372,
243218,mscoco,a black cat is laying on a bed,51991,
98636,mscoco,A large white bird standing next to a large body of water.,3623,
552320,mscoco,Two smiling men posing with a tasty looking pizza.,31179,
259233,mscoco,a variety of a different type of vegetables,18292,
210098,mscoco,A sky view looking at a large parachute in the sky.,99112,
242270,mscoco,a red and yellow bus is parked some people and cars on a street,40201,
463825,mscoco,A cat climbing into a bathroom sink looking at someone,30811,
44075,mscoco,A large truck on the side of a street.,2103,
347216,mscoco,Lunch with salad and dressing with pita bread.,84097,
306495,mscoco,A woman is standing on cobblestone with an umbrella.,47210,
81956,mscoco,A red umbrella is an asian garden setting.,41621,
246576,mscoco,A young man brushing his teeth in front of a mirror.,71563,
11149,mscoco,A man standing next to a bikes and a motorcycle.,67619,
119445,mscoco,A batter misses a baseball while a empire tries to catch it .,50132,
105264,mscoco,A group of young men standing on top of a sandy beach.,28529,
55694,mscoco,A black cow standing next to a brown cow on a lush green hillside.,13436,
16817,mscoco,A person walking through the snow near a fence.,35521,
355860,mscoco,Two giraffes rubbing on a tree beside two giraffes.,61972,
282155,mscoco,A big dog is resting halfway out of the window.,35083,
232614,mscoco,A bird is perched by a leaf on a tree branch.,55280,
458401,mscoco,Dog standing on top of cow inside the fenced area,79190,
311789,mscoco,The black cat with white patches is sleeping on a computer keyboard.,69259,
89781,mscoco,A plate of food with a bite taken out of the hamburger.,6544,
119181,mscoco,Two wine glasses and bread on top of a piece of paper,50263,
505242,mscoco,A snowboarder with goggles stands still on the slope.,24101,
409117,mscoco,A man in yellow jacket skiing on a snowy trail.,3141,
221754,mscoco,There is very little traffic at this city intersection.,1066,
543090,mscoco,The inside of a small building with a brown couch.,46920,
465806,mscoco,A woman touching a plastic container sitting on a table.,24968,
441863,mscoco,Two street signs showing names of cross streets.,16098,
190236,mscoco,An office cubicle with four different types of computers.,48295,
370657,mscoco,A motorcycle has three people riding on it.,11500,
127259,mscoco,A block of pigeons gathered  around a person sitting on a park bench.,2914,
306812,mscoco,A man standing on a tennis court serving a ball to a group of kids.,40501,
421478,mscoco,A man in a tie with a shirt jacket thrown over his shoulder.,77608,
202587,mscoco,A group of three zebra standing next to a tree.,65900,
143217,mscoco,A yellow and blue train traveling along tracks.,3650,
386204,mscoco,Woman with a backpack on sits on the curb moving her skateboard,90106,
466222,mscoco,"Doughnuts, which are labeled accidentally vegan, sit on a box.",49022,
396687,mscoco,Three women that are finishing a skiing tournament,14871,
169800,mscoco,A woman walking a dog down a street.,73335,
432553,mscoco,A couple of dogs viewing something as a person sits in a chair.,98781,
579664,mscoco,Vegetables are displayed in a wooden barrel outdoors.,43903,
20459,mscoco,Two men playing a game of frisbee together.,57699,
534421,mscoco,A group of young children playing in the snow next to each other.,18246,
221543,mscoco,A clock displaying the time in a passenger bus.,45005,
527573,mscoco,a man is standing near a yellow fire hydrant outside,80691,
125983,mscoco,A woman dancing in front of a large mirror.,64890,
512796,mscoco,A side view mirror hanging off the side of a door.,40278,
275448,mscoco,A man that is on a board in the water.,78964,
327306,mscoco,"Skateboarder and his shadow, performing the same trick",62474,
218476,mscoco,A man riding on the back of a blue motorcycle.,5249,
33939,mscoco,The pink Frisbee is laying on the snow covered ground.,67934,
53263,mscoco,A pretty young girl standing next to a boy in front of a birthday cake.,26928,
129587,mscoco,a large elephant that is standing up eating,66332,
534349,mscoco,"Many objects, such as a shirt and shoes are in the briefcase.",24002,
108243,mscoco,a dried out tree with fruit hanging on it,38288,
567253,mscoco,A cow with black spots all over eating grass.,50579,
488386,mscoco,The cat fell asleep on the laptop's keyboard.,6698,
316499,mscoco,Two bulls who are walking on a street.,60253,
492102,mscoco,A passenger train traveling through a tunnel covered with a forest.,39603,
356241,mscoco,A bird flying outside the window of a building.,13442,
222094,mscoco,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot,82612,
425472,mscoco,A person holding a red umbrella sitting on a pier.,83880,
480226,mscoco,A close up view of a very cute furry dog.,24745,
66556,mscoco,A young cat sitting on a wooden and metal chair on top of leaves.,43602,
359148,mscoco,a clock on top of a building indicating that it is eleven o'clock,514,
272673,mscoco,A bathroom with a marble counter top under a  mirror.,85045,
134103,mscoco,Four people on horses walk down a trail.,62195,
337502,mscoco,a pizza with a lot of cheese on it on a oven board,79331,
65258,mscoco,A makeshift tent is constructed at a camp site.,26765,
424351,mscoco,A large group of people cleaning up a large mess.,96842,
508731,mscoco,A group of baby elephants standing next to each other.,58611,
330201,mscoco,A piece of metal sitting on top of a grass covered field.,18914,
467135,mscoco,A person driving while eating a slice of pizza.,90195,
352748,mscoco,A train with brown cars on train tracks.,65937,
495048,mscoco,A dog in on a surfboard on the back of a truck.,74645,
353067,mscoco,A man riding a skateboard through the air at a skate park.,40319,
104198,mscoco,A sign is next to an ornate white gazebo.,92523,
517938,mscoco,A baseball player hitting a pitch with catcher and umpire behind him.,90104,
20273,mscoco,a bus that is parked next to a street,68314,
375461,mscoco,A man selling bananas and other fruits in a street market to passerbys.,8904,
544639,mscoco,a black and white zebra some rocks and plants,13723,
350388,mscoco,A cream based soup in a while bowl with a chopped green vegetable on top.,9444,
142207,mscoco,A fire truck near a yellow fire hydrant.,72547,
83067,mscoco,Couple sailing a large sailboat on calm water.,99176,
90349,mscoco,Two cats are laying down together sleeping.,7274,
542570,mscoco,A man and a woman standing in front of a kitchen table.,15667,
279203,mscoco,A couple of people putting away ski equipment next to parked cars.,66654,
131557,mscoco,A pizza sitting on top of a plate on a table.,83678,
393115,mscoco,Nan or woman is enjoying a day of surfboarding on a brown/orange board.,87185,
156113,mscoco,An edible teddy bear is sitting on a small cupcake.,482,
82696,mscoco,A bird is walking right through a dining room.,29648,
352481,mscoco,A bus stopped in front of a tall red building.,21442,
572303,mscoco,A train speeding along the railroad tracks during the day.,23129,
85434,mscoco,Cross country skiers on snow covered course during race.,2238,
555894,mscoco,A pair of conjoined stalls in a public restroom,9839,
479099,mscoco,A tree standing in the middle of a grass circle.,63452,
302219,mscoco,A trunk full of backpacks and other bags.,73985,
490491,mscoco,A burnt out cement building is next to a stop sign.,96450,
377588,mscoco,Professional baseball players in the middle of a game.,54560,
175642,mscoco,A woman riding a wave on top of a blue surfboard.,59530,
284605,mscoco,A cat under a blanket looking at something.,51228,
20395,mscoco,A photo of a marina with boats at dusk.,28978,
378502,mscoco,A person on a motor bike and a car on the street.,98503,
115930,mscoco,A group of men standing in front of a bar having a conversation.,29444,
244878,mscoco,This is a wall to hold dental tools.,61490,
250309,mscoco,A woman in a white shirt is playing tennis.,48630,
298637,mscoco,A person flying through the air while riding skis.,15079,
518605,mscoco,Giraffes and zebras graze in a field with trees.,20646,
164924,mscoco,"A man's legs are laying on a bed as he watches a game called ""Avengers"" on the screen.",53265,
288202,mscoco,A polar bear laying on a large stack of ice.,96814,
206496,mscoco,an elephant carrying some people on its back,94438,
578984,mscoco,A lawn chair sitting on a beach covered by an umbrella.,8507,
471858,mscoco,A middle aged man standing next to a parked motorcycle,25385,
147223,mscoco,A small bus parked in front of a bus stop.,58004,
218947,mscoco,A photograph of a cross country skier in a greenish tint light.,76786,
419503,mscoco,A restaurant employee is serving food at a buffet.,33513,
441453,mscoco,A man is sitting on a motorcycle while a young girl looks at a helmet.,17266,
404635,mscoco,A group of elephants standing together in a field of grass.,78426,
301581,mscoco,A skier skiing down a snowy ski slope.,18379,
323067,mscoco,a man laying on a pile of snow next to a snowboard inside of a building.,86753,
573181,mscoco,a cat on a couch near a window,52630,
516408,mscoco,A cat standing on two legs near a tv.,18936,
240718,mscoco,The pizza looks like it may be ready to come out.,37166,
32766,mscoco,An air plane wing flying over a very large mountain.,45673,
190995,mscoco,A man is riding his skateboard down the road.,16133,
431952,mscoco,Several girls are playing with a frisbee while others watch.,44537,
299089,mscoco,There's a field of brown grass with zebras in it,8135,
186797,mscoco,A decorated street sign for Queen Street with two blue signs below.,56175,
328403,mscoco,A couple of umbrellas on top of a sandy beach.,22152,
539784,mscoco,A large herd of sheep are grazing by the busy road.,7481,
273617,mscoco,a street light is on at the top of a hilll,94552,
304159,mscoco,an old fashioned table holding onto some suitcases,27832,
435358,mscoco,a man is skiing in a snowy hill,54114,
268215,mscoco,A glass plate that has food on it sitting on a table.,34835,
505849,mscoco,"A bathroom has a toilet, sink, mirror and bidet.",59206,
378467,mscoco,The eccentric group of girls carry their luggage up the street.,46732,
288860,mscoco,An elephant walking in a dirt area next to a fence.,9831,
244575,mscoco,Two horses in a wooded area amongst bushes,67041,
468548,mscoco,Factory where bananas are being prepared for market,86014,
359851,mscoco,A Pokemon and Mickey Mouse standing next to a light pole.,45030,
236845,mscoco,a red and white sign a car and some buildings,87263,
157955,mscoco,a table that has a train model on it with other cars and things,67819,
330205,mscoco,A snowboarder is airborne grabbing is board.,39071,
33208,mscoco,The entrance for a subway on a city street.,32877,
536708,mscoco,a plate filled with sausages sitting on an outdoor table,96720,
394133,mscoco,A bedroom with a bed and chair along with a nightstand with lamp on top of it.,62142,
276706,mscoco,A cat laying in a box full of bubble wrap.,81942,
377368,mscoco,A cake shaped as a Teddy Bear on a wooden table.,44359,
149912,mscoco,A man kneeling down next to a brown cow.,58142,
315195,mscoco,People are running through the water spraying from a fire hydrant.,52142,
232894,mscoco,A girl and boy sitting at a wooden table with the boy looking at the girl.,87866,
400803,mscoco,A man standing on top of an orange boat on a river.,86856,
158846,mscoco,A man serving the ball to the opponent in a tennis match.,76711,
212363,mscoco,A dish of food including tomatoes and pickles and something on flat-bread.,68298,
382210,mscoco,A table topped with a pile of vegetables and a book.,34207,
397278,mscoco,A yellow sign sitting on the side of a road.,86629,
301928,mscoco,An equestrian in riding clothes jumps a horse over a post,68364,
339823,mscoco,A young woman in an orange dress holds a black umbrella,17248,
26803,mscoco,A cat sitting on a window sill near a window.,18439,
402619,mscoco,A group of giraffes in a grassy area by fences.,46822,
404988,mscoco,A line of benches that are snow covered,78117,
20912,mscoco,A collection of several items that are placed near each other.,43032,
493435,mscoco,An umbrella lies behind a park bench that a small television is on.,39108,
538242,mscoco,A man riding a motorcycle approaching a man wearing camouflage clothing.,3016,
378561,mscoco,A red headed boy sits hugging his Black Labrador dog.,28874,
42622,mscoco,A person riding the waves on surf board.,34842,
389273,mscoco,A woman throwing a frisbee on a field.,9924,
121384,mscoco,A seagull swims toward a rocky shore in a lake.,25417,
208132,mscoco,A plate of food and ketchup bottle are on a table.,70712,
301061,mscoco,A person is moving green hay towards an elephant that is inside the back of a white truck.,37475,
255401,mscoco,A bathroom filled with toilets and a tub next to a sink.,62612,
6415,mscoco,A knife sitting next to carrots on top of a cutting board.,1402,
141453,mscoco,A group of horses carrying a back hoe with a seat.,53362,
81274,mscoco,A girl in pink shirt sitting at a table with green cup.,22166,
136734,mscoco,A person on a skate board in a very dark room.,91441,
467988,mscoco,A small desk is in the corner with a laptop.,24654,
461973,mscoco,People on a platform watch a train go by,31947,
240158,mscoco,A man tossing a white frisbee on top of a grassy park.,95462,
248167,mscoco,"A bedroom complete with a bed, dresser and ceiling fan.",1985,
548361,mscoco,A baseball player is squatting down with his mitt raised.,63522,
432702,mscoco,A man with an umbrella sits on the hood of a car.,26789,
344611,mscoco,A yellow hazard sign sitting on the side of a road.,36538,
185936,mscoco,A man holding a banana in his hand.,6709,
577277,mscoco,A woman strikes a funny pose while holding a book.,66661,
158548,mscoco,Outdoor show with sheep prominent on grass field.,43680,
396404,mscoco,A picture of a shaded walk way and benches.,10125,
313055,mscoco,A blocked view of the Eiffel Tower in France.,1425,
346934,mscoco,a female in a white shirt  is playing tennis,65978,
565622,mscoco,A close-up of flat bread garnished with herbs and olive oil.,62132,
212646,mscoco,A white stove top oven sitting inside of a kitchen.,61918,
14175,mscoco,A woman walks past street posters and graffiti.,94491,
128034,mscoco,Late night food carts are open for business.,32052,
233963,mscoco,A stop sign that is right by a road.,57706,
297037,mscoco,A horse is running near a body of water.,42393,
163290,mscoco,A giraffe standing next to a zebra on a field.,88234,
80737,mscoco,A parked black motorcycle in front of a brown house.,80641,
16961,mscoco,A guy riding a skateboard on the road with a long pole.,40650,
478386,mscoco,An old truck is parked in front of the station,93593,
319706,mscoco,A cat sits on a desk in front of a computer.,9152,
404249,mscoco,A kid in a camo shirt riding a skateboard down the street.,51103,
386879,mscoco,A woman wearing a red tennis outfit holding onto a racquet.,76294,
436273,mscoco,a man sitting at the end of a counter using a couple of tablets,65298,
360064,mscoco,A row of vintage cars in a grassy field.,93685,
538741,mscoco,A ski instructor is getting two people set up in their skis.,49805,
526706,mscoco,a small calf nursing a cow in a pasture,30386,
301799,mscoco,"A sandwich, carrots and strawberries in a lunch box.",34296,
188752,mscoco,Two bunches of bananas at a market stand.,78597,
213579,mscoco,a person sitting and holding a mug and a book next to a table with a slice of cake on it.,78501,
407274,mscoco,a girl jumping in the air to catch a frisbee,64544,
356507,mscoco,A yellow dump truck parked on a lot.,95975,
34820,mscoco,A construction crew repairing electrical wires over a busy intersection.,32995,
577212,mscoco,"A kitchen area is being built that contains a deep sink, a dishwasher, and cabinets.",45774,
24061,mscoco,A picture of a bathroom with a sink and tolet.,88368,
36196,mscoco,A airplane moving on the run way of a air port.,7589,
231655,mscoco,The man is driving a small boat on the water with his dog.,50668,
548159,mscoco,Two rows of red double decker buses on a green lawn,67398,
162855,mscoco,A young woman holding a white frisbee while standing on a grass field.,45698,
147488,mscoco,A woman with outstretched hands and an umbrella above her head.,34549,
468169,mscoco,A hitter swings his bat to hit the ball.,59823,
35279,mscoco,there is a tennis racket and a laptop on the floor,10311,
120632,mscoco,A group of people skiing around a snow covered slope.,2830,
199055,mscoco,A person on skateboard skating on the pavement.,70782,
219261,mscoco,The people is riding the horse and carriage in town.,48304,
360943,mscoco,An orange cat sitting in front of a door to a house.,78915,
