case_number,source,prompt,evaluation_seed,celebrity
103257,mscoco,A large wholly yak with big horns is standing in the grass.,32080,
361399,mscoco,A skier with poles extended skiing by a flag post.,68969,
227226,mscoco,A group of men standing around a room.,15159,
529166,mscoco,"A man in tiny, red shorts lifts his leg as a yellow Frisbee hovers near him.",89989,
206300,mscoco,"A stop sign with an ""eating animals"" sticker on it.",20420,
35498,mscoco,A mouse sitting on the side of a computer monitor.,31119,
430302,mscoco,A man riding on top of a surfboard next to a  woman in the ocean.,30570,
81505,mscoco,The plane is flying through a clear blue sky.,42391,
411093,mscoco,A red car sitting on to of a black boat.,89640,
297440,mscoco,Cat lying in bathroom sink with assorted grooming supplies on edge.,51601,
521863,mscoco,A skateboarder is seen near a crowd through the glass door.,63135,
150007,mscoco,A large jumbo jet is flying above trees.,94095,
533872,mscoco,People are feeding a giraffe in an enclosure.,75738,
335733,mscoco,A vegetable and cheese pizza with broccoli and tomatoes,15874,
327527,mscoco,A large crowd of people huddling under umbrellas.,23735,
230976,mscoco,A chalk sign is placed outside on a wall advertising a restaurant.,38757,
251857,mscoco,A group of boys riding their skateboards in the park.,83340,
40471,mscoco,An older picture of a large kitchen with white appliances.,19558,
203865,mscoco,A colorful bus is parked on the street.,46071,
431113,mscoco,A man riding on the back of another mans bike in the street,5412,
198492,mscoco,Two girls sitting at a table smiling and eating and drinking.,22835,
86357,mscoco,A large bird flying underneath a cloud blue sky.,88009,
236162,mscoco,The two cats are laying on the chair together.,27173,
396252,mscoco,The bluebird is just sitting quietly on the branch.,66745,
516540,mscoco,Twin fire plugs are planted just a few feet apart on the grassy strip,75830,
478286,mscoco,The train is traveling across the high bridge.,1936,
197775,mscoco,a van with the back open and appliances in the back,21804,
166995,mscoco,A big brown dog sitting in the back of a red truck.,14518,
119469,mscoco,A herd of sheep grazing on a lush green filed.,12438,
481214,mscoco,"A little boy dressed up in a ""Harry Potter"" costume.",52147,
175908,mscoco,Two girls who are looking at some snow skis in the store.,7074,
15079,mscoco,Two peanut butter and jelly sandwiches sliced in half,60053,
480652,mscoco,These suitcases are sitting next to a chair.,88733,
408103,mscoco,A young man riding skis down a snow covered slope.,35979,
240565,mscoco,Three white urinals hanging on a wall in the bathroom.,19141,
412384,mscoco,A child holding an umbrella in front of a house.,71288,
560281,mscoco,A polar bear stands a small rock in the middle of surrounding water.,6318,
138057,mscoco,"A cheesy pizza, topped with chicken and vegetables.",97610,
255824,mscoco,A chocolate frosted doughnut sitting on top of a plate.,58444,
7115,mscoco,"A group of people seated on the ground and holding black and white ""WWF"" umbrellas over their heads.",46106,
406591,mscoco,One woman wits on a chair beneath a blue umbrella t the beach as a guy walks down the shoreline.,5164,
74268,mscoco,A cat sitting up on its hind feet on a park bench,89865,
287484,mscoco,A messy bed in a bedroom between two tables with lamps.,58787,
205435,mscoco,"The red plate holds rice, tofu, broccoli and water chestnuts.",52097,
133161,mscoco,some oranges and lemons sitting together on a table,91879,
310879,mscoco,A group of birds stand on partially water covered ground.,81273,
67125,mscoco,A group of people standing around a couple of elephants.,50449,
559547,mscoco,"Men stand in uniforms, expressionless, in an historic photo.",35750,
254123,mscoco,An empty plastic container and a plastic fork left on a bench.,33004,
95770,mscoco,a kid is doing a skateboard trick down some stairs,80327,
291251,mscoco,Man in jacket doing a trick on a snowboard.,36622,
528046,mscoco,a close up of a child holding a closed umbrella,94191,
88848,mscoco,a couple of pictures that have some people and some fire hyrdons,49739,
405530,mscoco,A man sitting on a bench looking out to sea.,61970,
99477,mscoco,A person bending over a table with a lamp on it.,38181,
225032,mscoco,Tall large headed giraffe looking out past some trees.,68903,
523494,mscoco,Several people are waiting to get on a city bus.,91672,
179199,mscoco,A statue standing on a sidewalk while holding a black umbrella.,10666,
157138,mscoco,A red plate topped with a piece of cake.,65818,
565431,mscoco,Dark hair lama or alpaca with farm and mountain background.,17062,
537124,mscoco,A man waiting on the ball playing tennis.,59698,
241876,mscoco,A cat on the lid of a toilet looking perturbed.,15004,
364133,mscoco,Three different colored suitcases are on the ground next to each other.,63043,
233362,mscoco,"Artwork of a ship with three masts and one sail open with a scull and crossbones on it, in bluish gray water with gray cement wall in background.",60082,
52835,mscoco,"A meal in a container consisting of an orange, meatballs, carrots, and peas.",85121,
460010,mscoco,A man is hugging two sheep in an enclosed area.,91797,
52703,mscoco,A woman sitting down at a table to a couple of pizzas.,86557,
488943,mscoco,A European street scene with a motorcycle and a car.,36351,
193889,mscoco,A couple of zebra standing next to each other.,96769,
338531,mscoco,A bunch of antelopes are seen roaming the plains.,90114,
12570,mscoco,A counter top in a kitchen with various items on it.,23157,
116434,mscoco,A silhouette of a man surfing over waves.,98394,
225387,mscoco,a surfer is seen mid air jumping from a wave,9329,
82258,mscoco,Several books are stacked on a table.,86634,
43288,mscoco,A cheesy hot dog with a large green pickle next to an iPhone.,24057,
388014,mscoco,A wooden box filled with birds and rabbits.,9538,
111180,mscoco,a single black bear standing beside some shrubs,58124,
471350,mscoco,An orange and black fire hydrant at the edge of a street.,38636,
555848,mscoco,Plate of hotdogs smothered in condiments with tater tots,83851,
25593,mscoco,A stop sign on a post at a public street.,14016,
1841,mscoco,Woman in a red hat covering half her face and tie.,52342,
191471,mscoco,The stop sign is visible for everyone to see.,16915,
155341,mscoco,The street is blocked by a truck and a crane.,27848,
42834,mscoco,a woman sitting before a plate of ham slices and a camera.,82648,
116255,mscoco,A plane is flying through a clear sky,32141,
98493,mscoco,Cars parked and driving in front of a school.,20292,
407083,mscoco,A small dog is looking out a car window.,67002,
433892,mscoco,A street sign sitting above a speed limit sign.,11034,
376284,mscoco,A fire hydrant and some cars on a street.,6521,
470885,mscoco,A boat is moored next to two men who are holding the reins of two people.,20887,
293964,mscoco,Cooks standing in a kitchen preparing food for a restaurant.,72039,
578227,mscoco,A young boy picking up a frisbee in the grass,37216,
549629,mscoco,A black bear sitting on the grass beneath a tree,48820,
79446,mscoco,Three piece fixture bathroom with window over the bathtub.,33407,
350668,mscoco,A man riding a snowboard down a snow covered slope.,3189,
118970,mscoco,A couple of red motorcycles parked next to each other.,8238,
538330,mscoco,"A dinner plate with broccoli, carrots, and stuffed peppers.",50629,
84968,mscoco,A blue sign sitting on the side of a road next to a tree.,25337,
348720,mscoco,Two cats on a toilet tank looking out a window together.,76651,
167074,mscoco,A man standing next to a red and silver fire hydrant.,78061,
521285,mscoco,A herd of giraffe walking through a lush grass covered field.,37299,
379310,mscoco,"Two computers, keyboard and phone with mouse on a desk.",77913,
160652,mscoco,A guy standing underneath an umbrella on a rainy day.,87058,
379667,mscoco,there is a man sitting on steps smoking a cigarette,68704,
473433,mscoco,A open suitcase with a book on a table.,77566,
524361,mscoco,A small bed laying on top of a table.,66318,
218388,mscoco,A large red sign on a metal pole.,89504,
169028,mscoco,A boy is jumping in the air with his skateboard at the top of a skateboard ramp.,48565,
250798,mscoco,a horse eating grass from behind a fence,35209,
225867,mscoco,There is a a toilet on the barhrrim,79521,
496324,mscoco,Meat and food in between two slices of bread on a plate.,62180,
1948,mscoco,A man holding a turkey that he murdered.,30427,
343506,mscoco,a urinal with tiled wall and two pictures of clowns smiling,26820,
30796,mscoco,A double decker bus at night on a London street.,34247,
321886,mscoco,A group of people riding on bikes down a street.,13648,
119641,mscoco,A herd of elephants walking down a river with people riding on their backs.,72570,
517617,mscoco,"A plate with rice, carrots, bacon, and a small potato.",93096,
333406,mscoco,The woman smiles while posing with a big cat in her arms.,76482,
505890,mscoco,A rear view mirror on top of a bus.,90499,
137538,mscoco,A large bird perched on top of a rock,38525,
563153,mscoco,A half eaten piece of fruit sitting on top of a table.,92943,
199634,mscoco,a open kitchen with white color and wood,74621,
413810,mscoco,A skier riding down a snow covered slope.,82104,
493544,mscoco,a man with a hat skiing on the snow towards a building,74773,
199247,mscoco,A herd of animals laying down in a lush green field.,86266,
27226,mscoco,We are looking a train in the distance.,31740,
449660,mscoco,Two cats seen from behind sitting by a window on a carpet.,67672,
51741,mscoco,A white toilet and sink in a room.,10736,
563604,mscoco,A sign outside of a closed road redirecting traffic,48389,
62023,mscoco,A man is surfing down a waterway in front of a stone bridge as a crowd watches from above.,55325,
219440,mscoco,a cow staring into a camera standing on a field,87846,
519338,mscoco,A blue rusted train engine sitting on top of rail tracks.,19654,
535259,mscoco,"Two people sit with a small child, who is wearing a large hat, on a park bench.",68944,
103631,mscoco,A modern bathroom is shown with a square sink.,17211,
447592,mscoco,A bowl of stir fry with broccoli and tofu with chop sticks.,33688,
362094,mscoco,A restaurant filled with lots of different types of food.,15919,
392764,mscoco,A guy making a funny face and holding something.,32080,
480015,mscoco,"A desk with a book, computer and other electronic devices.",99002,
337247,mscoco,Two bananas and an apple are next to an Amazon box.,81963,
174043,mscoco,A man helping a child ride a bicycle on the street,47983,
420081,mscoco,The front of a Chinese postal store with people walking by.,23167,
333321,mscoco,The sign is telling us where the train station is located.,95952,
212739,mscoco,A man riding his skate board down a slope .,86575,
353398,mscoco,a sculpture made of spoons and an old toaster,19826,
197462,mscoco,A fire hydrant that has some writing on it.,81263,
83097,mscoco,A microwave oven sitting on top of a blue table.,17240,
173166,mscoco,Two giraffes are housed in a pen.,89264,
75948,mscoco,A black bear climbing out of a pond,35921,
39513,mscoco,A woman wearing a white shirt and neck tie.,56695,
73417,mscoco,Hot dogs on a BBQ being grilled in a backyard.,65655,
482485,mscoco,a fire hydrant sitting next to a sidewalk with trees and an apartment building in the  background,79746,
373089,mscoco,A train is shown stopped at a train station.,61925,
171880,mscoco,A man throwing a Frisbee while the dog watches.,76659,
263178,mscoco,A clear glass bowl filled with fruit on a wooden table..,24545,
492075,mscoco,Two giraffes eat grass out of a cage hanging from the ceiling.,98954,
343820,mscoco,A man and woman standing by a very big sign.,35653,
177149,mscoco,There is a garbage truck surrounded by people on a road,70132,
204871,mscoco,A red fire hydrant with a sticker of several animals on it,63628,
181963,mscoco,A black cat sleeping on the hood of a warm car.,83007,
369799,mscoco,A group of kids that are sitting together.,96156,
504690,mscoco,A group of zebras and wildebeest grazing in a field.,91176,
406676,mscoco,A man wearing a visor holding a neon frisbee.,4646,
9426,mscoco,A small plane flying through a cloudy blue sky.,5686,
356937,mscoco,A cross country skier traveling past many evergreen trees.,24655,
314412,mscoco,A FULL PLATE OF FOOD SITTING ON A TABLE,12111,
303357,mscoco,A brown horse sticking its head out of a red and white barn door.,17675,
211560,mscoco,A big black bear laying on rock looking right at the camera,44367,
362563,mscoco,A man standing on top of a baseball field wearing a catchers mitt.,28466,
108923,mscoco,A cat watching a television show about migrating geese.,71513,
136033,mscoco,"a bathroom with some orange walls, and a black and white counter",92744,
185593,mscoco,A duck swimming on a lake next to other ducks.,47744,
186816,mscoco,Two professional male tennis players sitting court-side and drinking water,76234,
541538,mscoco,A piece of pie and donut on plates at a table with three beer mugs.,10618,
138083,mscoco,A dog running around the field with sheep in the background.,94310,
228506,mscoco,A cat laying bed in a small room.,66842,
423380,mscoco,a black and white cat sitting on a sink and a mirror,58759,
158277,mscoco,A bench sitting next to a green patch of grass.,23598,
99186,mscoco,A stop sign at an empty intersection in the country side.,53316,
200143,mscoco,a group of zebras all pile around a bunch of grass,94942,
60052,mscoco,A woman twirling a floral print parasol umbrella.,70080,
207323,mscoco,A Miami Air airplane flies against a blue sky.,82707,
304828,mscoco,The lower half of a very tall giraffe in a grassy area.,62808,
420882,mscoco,The inside of a building is shown with benches.,17211,
193936,mscoco,a group of people that are taking a picture,8456,
505144,mscoco,a close up of a person standing next to a luggage bag,3739,
498383,mscoco,A small elephant laying on the ground in the mud.,59800,
273914,mscoco,A double deck tour bus riding down a street.,29859,
545162,mscoco,A sink and a show with a cream tile and red painted wall.,25785,
448236,mscoco,A guitar and a frisbee laying on a bed.,87274,
335810,mscoco,A plate is piled high of orange slices while a bunch of bananas sits next to it.,13371,
18837,mscoco,A green utility truck is parked on a street while a man climbs inside.,13362,
334648,mscoco,a man in a white shirt and tie giving a symbol with his hands,24122,
512576,mscoco,A table and some chairs in a room.,99664,
560439,mscoco,Three people walking down a snowy slope.,92483,
373029,mscoco,An aircraft is overtaken by maintenance workers as it sits on a landing.,64152,
6701,mscoco,A set of orange road blocks sitting next to a traffic light.,6362,
172718,mscoco,A little boy wearing a white shirt and tie.,20861,
112770,mscoco,some cats laying on a dock with their chins laying over the end,77266,
248142,mscoco,Some people who are walking on the beach.,29184,
300814,mscoco,Two adults playing a game in a arena.,76094,
414379,mscoco,A street scene of the intersection with people and cars.,2777,
543047,mscoco,A scene of an apartment with a dining table and a couple of couches.,15971,
569960,mscoco,This pizza is square and has pepperoni and mushrooms.,34514,
512729,mscoco,A picture of a plate of food on a table.,89133,
455956,mscoco,A picture of a person and a horse in the street.,53059,
161144,mscoco,large dog retrieving the frisbee for his owner,26394,
388258,mscoco,"There is a bike that is parked by a bench, and an airplane that is high in the sky",89094,
8016,mscoco,A fighter jet flying through a  cloudy sky.,81986,
573896,mscoco,A herd of cattle grazing on a green grass covered field.,26959,
289995,mscoco,Farmers market with people looking at fruits and vegetables,46069,
307438,mscoco,A close up of the green light on a traffic light,78145,
264660,mscoco,A computer is on a desk in a blue room.,44215,
134074,mscoco,Cows grazing in a pasture ringed with trees.,28755,
501788,mscoco,A cat on the ground by a very old door leaning against a wall.,4118,
317622,mscoco,A line of buses in a parking lot with people standing around.,31699,
388374,mscoco,A beach lined with colorful umbrellas under palm trees.,28329,
321035,mscoco,A welcome cake for someone on a green table of some sort.,44693,
463771,mscoco,A young woman is happily setting up some apples for putting caramel on them.,37608,
419828,mscoco,"A woman with large breast, sitting next to a fedora hat.",49135,
532989,mscoco,The giraffe is resting while waiting for food to be served.,2086,
437205,mscoco,The young boy just finished eating the banana.,90406,
365047,mscoco,A train moving along a track near a field.,81238,
337185,mscoco,a bunch of zebras stand in some tall grass,5592,
30356,mscoco,A cat standing on top of a toilet seat next to a sink.,64923,
578236,mscoco,A large lizard sitting on stone steps with three birds.,28248,
297396,mscoco,Small pieces of cake have been arranged on a plate,98558,
478528,mscoco,An old bedroom filled with very old furniture.,51346,
275881,mscoco,A small white rusted boat floating across a body of water.,73681,
552979,mscoco,A cat looking inside of a door from the outside.,42254,
491106,mscoco,A woman is standing in front of an old train.,76208,
434662,mscoco,A skier bending down to gain momentum as she goes down the slope.,20958,
295478,mscoco,A woman walking a small white dog down a street.,81268,
79927,mscoco,Several bags are covered with see through umbrellas on a beach.,3983,
352080,mscoco,A luggage bag filled with various colored pieces of clothing.,2040,
406119,mscoco,a little plane landing on the water,64780,
209972,mscoco,A sail boat stuck in the sand on the beach,63251,
248069,mscoco,A little girl standing in front of a green fence.,5021,
405531,mscoco,A woman in a bright yellow rain slicker stands with a red umbrella next to an old brick structure.,98714,
496548,mscoco,The skier is wearing a blue snowsuit and the person behind her is wearing red.,88426,
268233,mscoco,A pork roast in a glass dish surrounded by potatoes and carrots.,73249,
191158,mscoco,A young girl riding skis on top of a snow covered ground.,90402,
562059,mscoco,A table topped with a bowl of granola and two apples.,4336,
303726,mscoco,a bathroom that has a sink and a toilet in it,24910,
338562,mscoco,A red fire hydrant in front of a shopping center.,39355,
486254,mscoco,A grey bowl full of orange and green vegetables.,22688,
163339,mscoco,The decorated bench is sitting among the flowers.,77401,
475893,mscoco,Dead plants on a sidewalk of a busy city street.,97840,
266250,mscoco,A woman and a cat sitting in front of a TV.,34659,
196490,mscoco,A man is riding a motorcycle in a race.,67191,
265584,mscoco,A white plane has bright orange stripes and is parked in a lot near other planes.,38841,
451944,mscoco,A blue and white bus with two bicycles and people by it.,27387,
27377,mscoco,a zebra that is standing around in a field,17449,
46551,mscoco,A group of people in a bar playing Wii,48663,
534018,mscoco,A large crowd of people stand in the snow outside a building.,4806,
156299,mscoco,Two metal warning street signs under tree branches.,69380,
78465,mscoco,a big bus driving down the road next to another bus,79593,
119502,mscoco,A young boy reaching into a bowl sitting on the ground.,67329,
335800,mscoco,A street sign with flags on it and a building in the background.,15762,
282176,mscoco,A very green bench that is in some grass.,21589,
178744,mscoco,A Chicago logo boat is traveling in the water.,5101,
185464,mscoco,A fire hydrant sitting in a front yard next to a sign.,80483,
263073,mscoco,A person on a snow board high up in the air.,37660,
404607,mscoco,A man flying on the back of a boy while holding a white frisbee.,54053,
500844,mscoco,A large number of people standing together in a field,57074,
354061,mscoco,A blue bird sitting on top of a tree in a forest.,22876,
448243,mscoco,A white VW Bug with a surfboard mounted to it's roof.,83821,
212759,mscoco,An empty side walk with in a city,969,
342142,mscoco,A busted up toilet sitting inside of a bath tub.,69083,
240107,mscoco,A man standing on a rock holding a surfboard.,77805,
546760,mscoco,this is the under side of a red train,984,
525777,mscoco,A picture of a man sitting in a train.,92774,
219723,mscoco,A set of four boxes filled with baby birds.,17003,
232790,mscoco,A tie rack sitting inside of a white closet.,57690,
248111,mscoco,This basic kitchen has tools sitting on the floor,77679,
535198,mscoco,A large airplane flies overhead through the sky.,29986,
506471,mscoco,two motorcyclist driving on an empty road near evergreen trees,9400,
133343,mscoco,A man with thick sunglasses and multiple piercings sits with his mouth open.,53322,
146961,mscoco,A man is cooking in a crowded kitchen.,44170,
9105,mscoco,A man in suit and tie standing by a white wall.,16832,
521634,mscoco,A street light with many signs on it stands to the foreground of a large building standing beside a naked tree.,51752,
329088,mscoco,A skier standing at the top of a ski slope.,81076,
575500,mscoco,Bananas in a bushel are displayed over some kind of tail.,1998,
408950,mscoco,A red double stacked bus traveling down the road.,27311,
491793,mscoco,A convoy of city buses traveling down a busy city street next to a crowd of passengers,93758,
184771,mscoco,A gold and white dog sticking its head out a car window.,4860,
235832,mscoco,There seem to be bags of trash in the back of that truck.,31914,
367082,mscoco,A black and tan dog sits in an easy chair near a window with a polka dot shade.,57599,
299000,mscoco,A metro bus approaches an intersection where a traffic cop is directing traffic.,1797,
116936,mscoco,A couple of people standing on top of a sandy beach.,59552,
476280,mscoco,A man holds a surf board and walks with a woman.,30556,
406403,mscoco,A person skis with mountains in the background.,85129,
30270,mscoco,a white tub is in an outside area,96073,
76873,mscoco,Two legs with work boots on poking out of a truck window.,35913,
332282,mscoco,A picture of a man in the air on his skis going towards a snowy hill.,29382,
301755,mscoco,Skateboarder riding his board on a half pike.,526,
51258,mscoco,A baseball player tossing a bat next to home plate.,38561,
532058,mscoco,A boy sipping a milk bottle while lying on a bed.,98908,
369037,mscoco,A man standing next to an elephant with a long trunk.,84944,
194120,mscoco,A cat sits next to what appears to be a pumpkin.,71247,
43345,mscoco,A very cute dog sitting by a bright monitor.,77946,
477470,mscoco,A red traffic light with vehicles passing by too fast to capture.,20901,
93607,mscoco,A broken truck hauling a lot of junk.,57669,
104091,mscoco,A couple of people on skis in the snow.,63674,
249352,mscoco,A black and white toilet with a plunger.,2689,
539566,mscoco,"a bowl of broccoli,black beans and greens next to a small bowl of red peepers",32054,
55429,mscoco,A pink plate topped with two sausages on a bun.,21175,
9379,mscoco,A bus stop next to a curvy road surrounded by traffic lights.,44807,
330495,mscoco,A beautiful woman laying around a -bed with a neck tattoo.,79647,
56562,mscoco,A bird is perched on a boat which is anchored in the water.,68968,
579471,mscoco,A double decker bus is riding down the street.,44696,
489382,mscoco,A herd of sheep crossing a bridge over a river.,74690,
261389,mscoco,A small  pink statue  holding onto an umbrella,37672,
186632,mscoco,A flat screen TV sitting in a living room in front of a dining room table.,18331,
247369,mscoco,A highway filled with lots of traffic next to a lush green park.,52075,
160283,mscoco,a small white toilet is in a tiny bathroom,24212,
399998,mscoco,A bus stopped on a street at a cross walk.,67798,
50360,mscoco,A black fence guarding a building next to a trash can.,3060,
175604,mscoco,a close up of a doughnut near a drink,86608,
357948,mscoco,"Two street signs read ""Dead End"" and ""College"".",33943,
2985,mscoco,The truck driver hauls an elephant down the highway.,86940,
303321,mscoco,A biker with a helmet on is standing behind two motorcycles.,63345,
43128,mscoco,An elephant picks up an object with its trunk,25796,
243075,mscoco,a polar bear near rocks made to look like ice,41063,
279149,mscoco,The girl in this picture is not wearing many clothes.,93145,
153685,mscoco,a living room containing a rug a table and some sofas,62803,
182334,mscoco,A man sitting in front of a microphone at a table.,7255,
374218,mscoco,nice made salad with vegetables on a plate,43177,
211189,mscoco,A group of motorcycle riders racing down a track.,80851,
219594,mscoco,A bear pokes about in the water while seagulls look on.,91683,
482994,mscoco,A large white cat sitting on top of a piece of luggage.,66482,
449406,mscoco,A zebra standing on a dirty rocky field.,94363,
112581,mscoco,a person in a clothing store wearing a hat,75013,
30998,mscoco,The muffins are ready fresh out of the oven.,9994,
308907,mscoco,A corner of street with a building showing a bowling pin.,1374,
460732,mscoco,A monkey is sitting on the ground eating a banana.,14382,
495681,mscoco,A kitchen sink sitting underneath a large wooden window.,83213,
54520,mscoco,A thin crusted pizza dish cut into four slices,33092,
369259,mscoco,Thee family is standing around the island in the kitchen.,76053,
482526,mscoco,A group of four birds sitting on top of a tree branch below a clock tower.,69334,
51773,mscoco,the woman prepares her horse for a jumping competition,63214,
282912,mscoco,A giraffe next to a stone fence staring off into the distance.,44724,
235399,mscoco,a white dog is sitting in the back of a truck and a mattress,35050,
574988,mscoco,A bird that is sitting on a ledge.,54452,
351369,mscoco,A landing jet airplane kicking up spray on a wet runway.,40505,
528276,mscoco,the man is riding a skateboard around the empty lots,50393,
467580,mscoco,A man falling off of a surfboard on top of a wave.,56820,
521943,mscoco,A small boy practicing hitting a baseball off of a ball stand,80356,
538359,mscoco,A public bathroom sink and hand drying area.,25988,
531495,mscoco,there are many boats that are parked at this dock,65940,
236730,mscoco,A zebra staring blankly near a watering hole.,74632,
438862,mscoco,a group of adults playing soccer on a field,33262,
80596,mscoco,An empty handbag lying flat on a table.,61839,
79955,mscoco,Pickup truck on a ramp preparing to merge with heavy Interstate highway traffic.,23399,
193661,mscoco,A living room with a large fireplace and potted plants sitting on it's mantle.,20691,
36420,mscoco,A woman kicks a soccer ball away from two opponents.,32209,
325958,mscoco,A person on a motorcycle looks at a sign.,36945,
11552,mscoco,a bear walking in the woods next to some trees,11461,
92804,mscoco,people walking and skiing along part of a hill,16158,
285361,mscoco,A man riding water skis while being towed by a wire.,66158,
531703,mscoco,A plate of food with noodles and broccoli on it.,79732,
376718,mscoco,A large bed topped with blankets and pillows.,63852,
109824,mscoco,A bunch of donuts sitting on top of metal rack covered in glaze.,68915,
205647,mscoco,A semi truck pulling a chain of three trailers.,97155,
10290,mscoco,A bathroom with a blue shower curtain and blue walls.,34839,
542147,mscoco,"A view of a grassy field, with cows in the back.",8897,
507318,mscoco,"Grapes, banana, and kiwi are displayed on a plate.",35081,
429706,mscoco,Several people walking through an airport near luggage.,72594,
230903,mscoco,A yellow and red train traveling down tracks.,7802,
51533,mscoco,Many pots and pans are hooked on a kitchen wall.,87793,
469919,mscoco,Several different colors of oriental kites and other decorations being viewed by a crowd.,5597,
285114,mscoco,very many planes being offloaded at the airport,23882,
296996,mscoco,An airport runway filled with airplanes under a blue sky.,75450,
